Entry,Entry name,Status,Protein names,Organism,Length,Organism ID
A0A1B3S2U1,A0A1B3S2U1_BRUML,unreviewed,Adenosylmethionine--8-amino-7-oxononanoate transaminase,Brucella melitensis,424,29459
A0A1B3RWD0,A0A1B3RWD0_BRUML,unreviewed,LysR family transcriptional regulator,Brucella melitensis,297,29459
A0A1B3S2G1,A0A1B3S2G1_BRUML,unreviewed,MFS transporter,Brucella melitensis,951,29459
A0A0M2Y4X7,A0A0M2Y4X7_BRUML,unreviewed,p-type DNA transfer protein VirB5,Brucella melitensis,238,29459
A0A0P7GBV8,A0A0P7GBV8_BRUML,unreviewed,Serine hydroxymethyltransferase (SHMT) (Serine methylase) (EC 2.1.2.1),Brucella melitensis,438,29459
A0A1B3S1T1,A0A1B3S1T1_BRUML,unreviewed,AAA family ATPase,Brucella melitensis,510,29459
A0A1C1UR65,A0A1C1UR65_BRUML,unreviewed,Transcription-repair-coupling factor (TRCF) (EC 3.6.4.-),Brucella melitensis,1170,29459
A0A1C1VIA8,A0A1C1VIA8_BRUML,unreviewed,Transglutaminase,Brucella melitensis,195,29459
A0A0M2Y964,A0A0M2Y964_BRUML,unreviewed,ATP-binding protein,Brucella melitensis,159,29459
A0A1B3S4U3,A0A1B3S4U3_BRUML,unreviewed,Peptide ABC transporter ATP-binding protein,Brucella melitensis,330,29459
A0A0M2Y8C5,A0A0M2Y8C5_BRUML,unreviewed,"Fructose-1,6-bisphosphatase class 1 (FBPase class 1) (EC 3.1.3.11) (D-fructose-1,6-bisphosphate 1-phosphohydrolase class 1)",Brucella melitensis,340,29459
A0A1B3S2A7,A0A1B3S2A7_BRUML,unreviewed,Uncharacterized protein,Brucella melitensis,75,29459
A0A0M2YBI9,A0A0M2YBI9_BRUML,unreviewed,Adenine phosphoribosyltransferase (APRT) (EC 2.4.2.7),Brucella melitensis,181,29459
A0A1B3S1J2,A0A1B3S1J2_BRUML,unreviewed,CreA family protein,Brucella melitensis,165,29459
A0A0M2Y221,A0A0M2Y221_BRUML,unreviewed,DNA-binding protein,Brucella melitensis,112,29459
A0A0M2Y785,A0A0M2Y785_BRUML,unreviewed,Sugar ABC transporter permease,Brucella melitensis,297,29459
A0A1B3S1L2,A0A1B3S1L2_BRUML,unreviewed,DNA-3-methyladenine glycosidase,Brucella melitensis,214,29459
A0A0M2Y6X4,A0A0M2Y6X4_BRUML,unreviewed,Tat pathway signal protein,Brucella melitensis,156,29459
A0A0M2Y7T9,A0A0M2Y7T9_BRUML,unreviewed,tRNA (cytidine/uridine-2'-O-)-methyltransferase TrmJ (EC 2.1.1.200) (tRNA (cytidine(32)/uridine(32)-2'-O)-methyltransferase) (tRNA Cm32/Um32 methyltransferase),Brucella melitensis,276,29459
A0A1B3RZI2,A0A1B3RZI2_BRUML,unreviewed,DNA repair protein RecN (Recombination protein N),Brucella melitensis,559,29459
A0A1B3S0I6,A0A1B3S0I6_BRUML,unreviewed,Transporter,Brucella melitensis,297,29459
A0A1B3RZC9,A0A1B3RZC9_BRUML,unreviewed,GntR family transcriptional regulator,Brucella melitensis,410,29459
A0A1B3S2N6,A0A1B3S2N6_BRUML,unreviewed,Dihydrodipicolinate synthase family protein,Brucella melitensis,305,29459
A0A0M2YAN3,A0A0M2YAN3_BRUML,unreviewed,Ribonuclease H (RNase H) (EC 3.1.26.4),Brucella melitensis,154,29459
A0A0M2Y8B7,A0A0M2Y8B7_BRUML,unreviewed,Metal-binding protein,Brucella melitensis,185,29459
A0A1B3S3M9,A0A1B3S3M9_BRUML,unreviewed,FAD-linked oxidase,Brucella melitensis,444,29459
A0A0M2Y8F6,A0A0M2Y8F6_BRUML,unreviewed,Oxidoreductase,Brucella melitensis,174,29459
A0A0M2YCG8,A0A0M2YCG8_BRUML,unreviewed,Cyclic pyranopterin monophosphate synthase (EC 4.6.1.17) (Molybdenum cofactor biosynthesis protein C),Brucella melitensis,165,29459
A0A1B3S1G8,A0A1B3S1G8_BRUML,unreviewed,Uncharacterized protein,Brucella melitensis,196,29459
A0A1B3S0Z7,A0A1B3S0Z7_BRUML,unreviewed,Phenylalanine--tRNA ligase beta subunit (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase beta subunit) (PheRS),Brucella melitensis,804,29459
A0A0M2Y3E8,A0A0M2Y3E8_BRUML,unreviewed,Uncharacterized protein,Brucella melitensis,162,29459
A0A1B3S171,A0A1B3S171_BRUML,unreviewed,Universal stress protein UspA,Brucella melitensis,162,29459
A0A0M2Y5M3,A0A0M2Y5M3_BRUML,unreviewed,Uncharacterized protein,Brucella melitensis,477,29459
A0A0M2Y652,A0A0M2Y652_BRUML,unreviewed,Uncharacterized protein,Brucella melitensis,55,29459
A0A0M2Y577,A0A0M2Y577_BRUML,unreviewed,Uncharacterized protein,Brucella melitensis,84,29459
A0A0M2Y7V3,A0A0M2Y7V3_BRUML,unreviewed,Guanine permease,Brucella melitensis,430,29459
A0A0M2YAL3,A0A0M2YAL3_BRUML,unreviewed,Polysaccharide deacetylase,Brucella melitensis,272,29459
A0A0P7GTW3,A0A0P7GTW3_BRUML,unreviewed,NAD(P)-dependent oxidoreductase,Brucella melitensis,244,29459
A0A1C1UHY1,A0A1C1UHY1_BRUML,unreviewed,DNA-directed RNA polymerase subunit beta (RNAP subunit beta) (EC 2.7.7.6) (RNA polymerase subunit beta) (Transcriptase subunit beta),Brucella melitensis,1377,29459
A0A0M2Y112,A0A0M2Y112_BRUML,unreviewed,Spermidine/putrescine ABC transporter permease,Brucella melitensis,272,29459
A0A1C1UWV4,A0A1C1UWV4_BRUML,unreviewed,50S ribosomal protein L13,Brucella melitensis,154,29459
A0A0M2Y7N7,A0A0M2Y7N7_BRUML,unreviewed,Uncharacterized protein,Brucella melitensis,127,29459
A0A0M2Y2I9,A0A0M2Y2I9_BRUML,unreviewed,NorE accessory protein for nitric oxide reductase,Brucella melitensis,189,29459
A0A0M2Y1R9,A0A0M2Y1R9_BRUML,unreviewed,Flagellar biosynthetic protein FliQ,Brucella melitensis,88,29459
A0A1C1UN83,A0A1C1UN83_BRUML,unreviewed,Dihydrolipoyl dehydrogenase (EC 1.8.1.4),Brucella melitensis,461,29459
A0A1B3S2V8,A0A1B3S2V8_BRUML,unreviewed,Phage tail protein,Brucella melitensis,257,29459
A0A1B3RZ20,A0A1B3RZ20_BRUML,unreviewed,DNA-directed RNA polymerase subunit beta' (RNAP subunit beta') (EC 2.7.7.6) (RNA polymerase subunit beta') (Transcriptase subunit beta'),Brucella melitensis,1400,29459
A0A0M2YDE7,A0A0M2YDE7_BRUML,unreviewed,Histidine triad (HIT) protein,Brucella melitensis,134,29459
A0A1B3RYR7,A0A1B3RYR7_BRUML,unreviewed,Phosphonate metabolism transcriptional regulator PhnF,Brucella melitensis,253,29459
A0A0M2Y3C1,A0A0M2Y3C1_BRUML,unreviewed,ABC transporter substrate-binding protein,Brucella melitensis,389,29459
A0A0M2Y526,A0A0M2Y526_BRUML,unreviewed,Phosphoesterase,Brucella melitensis,325,29459
A0A0M2Y8V3,A0A0M2Y8V3_BRUML,unreviewed,Mannose-6-phosphate isomerase,Brucella melitensis,390,29459
A0A1B3RYF4,A0A1B3RYF4_BRUML,unreviewed,Uncharacterized protein,Brucella melitensis,243,29459
A0A1B3S2T5,A0A1B3S2T5_BRUML,unreviewed,Acyl-CoA dehydrogenase,Brucella melitensis,380,29459
A0A1B3S4K8,A0A1B3S4K8_BRUML,unreviewed,Ribulokinase,Brucella melitensis,534,29459
A0A1C1V2V6,A0A1C1V2V6_BRUML,unreviewed,Sugar ABC transporter,Brucella melitensis,273,29459
A0A1B3RWZ5,A0A1B3RWZ5_BRUML,unreviewed,Uncharacterized protein,Brucella melitensis,342,29459
A0A1B3RZC6,A0A1B3RZC6_BRUML,unreviewed,Urease subunit alpha (EC 3.5.1.5) (Urea amidohydrolase subunit alpha),Brucella melitensis,573,29459
A0A0M2Y141,A0A0M2Y141_BRUML,unreviewed,Uncharacterized protein,Brucella melitensis,424,29459
A0A0M2Y2H0,A0A0M2Y2H0_BRUML,unreviewed,Glutamine synthetase,Brucella melitensis,476,29459
A0A0M2Y5V0,A0A0M2Y5V0_BRUML,unreviewed,AI-2E family transporter,Brucella melitensis,352,29459
A0A0M2Y8M6,A0A0M2Y8M6_BRUML,unreviewed,Ribosome-binding factor A,Brucella melitensis,150,29459
A0A0M2Y3N5,A0A0M2Y3N5_BRUML,unreviewed,Uncharacterized protein,Brucella melitensis,135,29459
A0A0M2Y6K9,A0A0M2Y6K9_BRUML,unreviewed,Amino acid ABC transporter,Brucella melitensis,280,29459
A0A0M2YBE7,A0A0M2YBE7_BRUML,unreviewed,Uncharacterized protein,Brucella melitensis,303,29459
A0A1B3S3D6,A0A1B3S3D6_BRUML,unreviewed,Lectin,Brucella melitensis,147,29459
A0A1C1VF93,A0A1C1VF93_BRUML,unreviewed,Penicillin-binding protein,Brucella melitensis,763,29459
A0A0M2Y607,A0A0M2Y607_BRUML,unreviewed,ATP-binding protein,Brucella melitensis,503,29459
A0A0M2Y7P7,A0A0M2Y7P7_BRUML,unreviewed,Molybdenum cofactor biosynthesis protein,Brucella melitensis,252,29459
A0A0M2Y8R3,A0A0M2Y8R3_BRUML,unreviewed,Uncharacterized protein,Brucella melitensis,339,29459
A0A1B3S1F5,A0A1B3S1F5_BRUML,unreviewed,Methylenetetrahydrofolate--tRNA-(uracil-5-)-methyltransferase TrmFO (EC 2.1.1.74) (Folate-dependent tRNA (uracil-5-)-methyltransferase) (Folate-dependent tRNA(M-5-U54)-methyltransferase),Brucella melitensis,466,29459
A0A1B3RZQ5,A0A1B3RZQ5_BRUML,unreviewed,Uncharacterized protein,Brucella melitensis,251,29459
A0A1B3S390,A0A1B3S390_BRUML,unreviewed,Sugar ABC transporter substrate-binding protein,Brucella melitensis,421,29459
A0A0M2Y5J3,A0A0M2Y5J3_BRUML,unreviewed,Uncharacterized protein,Brucella melitensis,83,29459
A0A1B3RW80,A0A1B3RW80_BRUML,unreviewed,Acyltransferase,Brucella melitensis,373,29459
A0A1B3RYC9,A0A1B3RYC9_BRUML,unreviewed,Disulfide bond formation protein DsbA,Brucella melitensis,265,29459
A0A0M2Y724,A0A0M2Y724_BRUML,unreviewed,ATP-binding protein,Brucella melitensis,653,29459
A0A1B3S066,A0A1B3S066_BRUML,unreviewed,Flagellar motor protein MotA,Brucella melitensis,349,29459
A0A0M2Y576,A0A0M2Y576_BRUML,unreviewed,Sec-independent protein translocase protein TatC,Brucella melitensis,274,29459
A0A0M2Y8F8,A0A0M2Y8F8_BRUML,unreviewed,Formyltetrahydrofolate deformylase (EC 3.5.1.10) (Formyl-FH(4) hydrolase),Brucella melitensis,294,29459
A0A1B3S2A4,A0A1B3S2A4_BRUML,unreviewed,Histidine kinase (EC 2.7.13.3),Brucella melitensis,447,29459
A0A0M2Y1Q0,A0A0M2Y1Q0_BRUML,unreviewed,N-acetylneuraminate epimerase (EC 5.1.3.24) (N-acetylneuraminate mutarotase) (Neu5Ac mutarotase) (Sialic acid epimerase),Brucella melitensis,388,29459
A0A0M2Y879,A0A0M2Y879_BRUML,unreviewed,Mannonate dehydratase (EC 4.2.1.8) (D-mannonate hydro-lyase),Brucella melitensis,401,29459
A0A1B3RXL4,A0A1B3RXL4_BRUML,unreviewed,C-type cytochrome biogenesis protein CcmI,Brucella melitensis,379,29459
A0A1B3RXW1,A0A1B3RXW1_BRUML,unreviewed,Amino acid ABC transporter permease,Brucella melitensis,397,29459
A0A0M2Y299,A0A0M2Y299_BRUML,unreviewed,NAD-dependent epimerase,Brucella melitensis,321,29459
A0A1B3RX70,A0A1B3RX70_BRUML,unreviewed,RNA methyltransferase,Brucella melitensis,415,29459
A0A1B3RWM2,A0A1B3RWM2_BRUML,unreviewed,Alanine racemase,Brucella melitensis,340,29459
A0A1B3S2L9,A0A1B3S2L9_BRUML,unreviewed,Dipeptide ABC transporter ATP-binding protein DppD,Brucella melitensis,338,29459
A0A1B3S0W1,A0A1B3S0W1_BRUML,unreviewed,Shikimate dehydrogenase (NADP(+)) (SDH) (EC 1.1.1.25),Brucella melitensis,289,29459
A0A0M2Y394,A0A0M2Y394_BRUML,unreviewed,Bifunctional protein FolD [Includes: Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9); Methylenetetrahydrofolate dehydrogenase (EC 1.5.1.5)],Brucella melitensis,299,29459
A0A1B3S4M0,A0A1B3S4M0_BRUML,unreviewed,AraC family transcriptional regulator,Brucella melitensis,407,29459
A0A1B3S0E4,A0A1B3S0E4_BRUML,unreviewed,Branched-chain amino acid ABC transporter permease,Brucella melitensis,224,29459
A0A1C1V603,A0A1C1V603_BRUML,unreviewed,Acetyl-CoA carboxylase biotin carboxylase subunit,Brucella melitensis,452,29459
A0A0M2Y398,A0A0M2Y398_BRUML,unreviewed,Uncharacterized protein,Brucella melitensis,309,29459
A0A0M2Y1R3,A0A0M2Y1R3_BRUML,unreviewed,ABC transporter permease,Brucella melitensis,263,29459
A0A0M2Y5G5,A0A0M2Y5G5_BRUML,unreviewed,Uncharacterized protein,Brucella melitensis,174,29459
A0A0M2Y8P4,A0A0M2Y8P4_BRUML,unreviewed,Uncharacterized protein,Brucella melitensis,133,29459
A0A0M2Y4E4,A0A0M2Y4E4_BRUML,unreviewed,Uncharacterized protein,Brucella melitensis,65,29459
A0A0M2YBE2,A0A0M2YBE2_BRUML,unreviewed,Aminotransferase DegT,Brucella melitensis,374,29459
A0A1B3S1E2,A0A1B3S1E2_BRUML,unreviewed,Alpha/beta hydrolase,Brucella melitensis,188,29459
A0A0M2Y2N6,A0A0M2Y2N6_BRUML,unreviewed,ABC transporter permease,Brucella melitensis,293,29459
A0A0M2Y8I6,A0A0M2Y8I6_BRUML,unreviewed,GntR family transcriptional regulator,Brucella melitensis,241,29459
A0A0P6U8M1,A0A0P6U8M1_BRUML,unreviewed,Apolipoprotein N-acyltransferase (ALP N-acyltransferase) (EC 2.3.1.-),Brucella melitensis,532,29459
A0A1C1UTP4,A0A1C1UTP4_BRUML,unreviewed,Cold-shock protein,Brucella melitensis,69,29459
A0A1B3S0S2,A0A1B3S0S2_BRUML,unreviewed,Uncharacterized protein,Brucella melitensis,361,29459
A0A0M2Y685,A0A0M2Y685_BRUML,unreviewed,Acyl carrier protein (ACP),Brucella melitensis,78,29459
A0A1B3RZR6,A0A1B3RZR6_BRUML,unreviewed,Dehydratase,Brucella melitensis,160,29459
A0A1B3S2Y6,A0A1B3S2Y6_BRUML,unreviewed,Thiol reductant ABC exporter subunit CydC,Brucella melitensis,560,29459
A0A1C1UYP3,A0A1C1UYP3_BRUML,unreviewed,"Putative pyruvate, phosphate dikinase regulatory protein (PPDK regulatory protein) (EC 2.7.11.32) (EC 2.7.4.27)",Brucella melitensis,279,29459
A0A1C1UJ81,A0A1C1UJ81_BRUML,unreviewed,Uncharacterized protein,Brucella melitensis,248,29459
A0A0M2Y836,A0A0M2Y836_BRUML,unreviewed,Uncharacterized protein,Brucella melitensis,120,29459
A0A0M2YD96,A0A0M2YD96_BRUML,unreviewed,Uncharacterized protein,Brucella melitensis,64,29459
A0A0M2Y2K8,A0A0M2Y2K8_BRUML,unreviewed,ABC transporter ATP-binding protein,Brucella melitensis,238,29459
A0A0M2Y9Z7,A0A0M2Y9Z7_BRUML,unreviewed,UPF0260 protein BFS11_07015,Brucella melitensis,152,29459
A0A0M2Y1F0,A0A0M2Y1F0_BRUML,unreviewed,Flagellar biosynthesis protein FlgF,Brucella melitensis,262,29459
A0A0M2Y596,A0A0M2Y596_BRUML,unreviewed,Amino acid ABC transporter,Brucella melitensis,262,29459
A0A0M2Y6R4,A0A0M2Y6R4_BRUML,unreviewed,Uncharacterized protein,Brucella melitensis,120,29459
A0A0M2Y833,A0A0M2Y833_BRUML,unreviewed,2-hydroxymuconic semialdehyde hydrolase,Brucella melitensis,263,29459
A0A0M2Y2N0,A0A0M2Y2N0_BRUML,unreviewed,Peptidylprolyl isomerase (EC 5.2.1.8),Brucella melitensis,311,29459
A0A0M2Y6S3,A0A0M2Y6S3_BRUML,unreviewed,Uncharacterized protein,Brucella melitensis,68,29459
A0A0M2Y8N3,A0A0M2Y8N3_BRUML,unreviewed,Uncharacterized protein,Brucella melitensis,85,29459
A0A0P6TS91,A0A0P6TS91_BRUML,unreviewed,ABC transporter substrate-binding protein,Brucella melitensis,525,29459
A0A0M2Y7E9,A0A0M2Y7E9_BRUML,unreviewed,Nicotinamidase,Brucella melitensis,209,29459
A0A0M2YB97,A0A0M2YB97_BRUML,unreviewed,LacI family transcriptional regulator,Brucella melitensis,125,29459
A0A0M2Y4A2,A0A0M2Y4A2_BRUML,unreviewed,NAD kinase (EC 2.7.1.23) (ATP-dependent NAD kinase),Brucella melitensis,257,29459
A0A1B3RYJ6,A0A1B3RYJ6_BRUML,unreviewed,Kinesin,Brucella melitensis,1582,29459
A0A1B3S3R2,A0A1B3S3R2_BRUML,unreviewed,FAD-dependent oxidoreductase,Brucella melitensis,427,29459
A0A1C1URK2,A0A1C1URK2_BRUML,unreviewed,DNA mismatch repair protein MutT,Brucella melitensis,243,29459
A0A1B3S017,A0A1B3S017_BRUML,unreviewed,Class II glutamine amidotransferase,Brucella melitensis,246,29459
A0A0M2Y5W4,A0A0M2Y5W4_BRUML,unreviewed,Purine nucleoside permease,Brucella melitensis,345,29459
A0A0M2Y3C9,A0A0M2Y3C9_BRUML,unreviewed,ATP phosphoribosyltransferase regulatory subunit,Brucella melitensis,376,29459
A0A0M2Y9U4,A0A0M2Y9U4_BRUML,unreviewed,Ribose-phosphate pyrophosphokinase (RPPK) (EC 2.7.6.1) (5-phospho-D-ribosyl alpha-1-diphosphate) (Phosphoribosyl diphosphate synthase) (Phosphoribosyl pyrophosphate synthase) (P-Rib-PP synthase) (PRPP synthase) (PRPPase),Brucella melitensis,310,29459
A0A1B3S3B4,A0A1B3S3B4_BRUML,unreviewed,LysR family transcriptional regulator,Brucella melitensis,301,29459
A0A0M2Y5H6,A0A0M2Y5H6_BRUML,unreviewed,Phosphate acyltransferase (EC 2.3.1.n2) (Acyl-ACP phosphotransacylase) (Acyl-[acyl-carrier-protein]--phosphate acyltransferase) (Phosphate-acyl-ACP acyltransferase),Brucella melitensis,346,29459
A0A0M2Y4Q9,A0A0M2Y4Q9_BRUML,unreviewed,IclR family transcriptional regulator,Brucella melitensis,272,29459
A0A0M2Y5N4,A0A0M2Y5N4_BRUML,unreviewed,Asparaginase,Brucella melitensis,340,29459
A0A0M2Y2E0,A0A0M2Y2E0_BRUML,unreviewed,Fumarate hydratase class II (Fumarase C) (EC 4.2.1.2) (Aerobic fumarase) (Iron-independent fumarase),Brucella melitensis,463,29459
A0A1B3RZN5,A0A1B3RZN5_BRUML,unreviewed,UvrABC system protein B (Protein UvrB) (Excinuclease ABC subunit B),Brucella melitensis,940,29459
A0A0M2Y5J4,A0A0M2Y5J4_BRUML,unreviewed,Uncharacterized protein,Brucella melitensis,175,29459
A0A1B3RYT6,A0A1B3RYT6_BRUML,unreviewed,Uncharacterized protein,Brucella melitensis,65,29459
A0A1B3S4I5,A0A1B3S4I5_BRUML,unreviewed,UTP--glucose-1-phosphate uridylyltransferase (EC 2.7.7.9) (UDP-glucose pyrophosphorylase),Brucella melitensis,294,29459
A0A0M2Y673,A0A0M2Y673_BRUML,unreviewed,Homoserine kinase (HK) (HSK) (EC 2.7.1.39),Brucella melitensis,326,29459
A0A0P7HJN0,A0A0P7HJN0_BRUML,unreviewed,Dihydropyrimidine dehydrogenase,Brucella melitensis,498,29459
A0A1B3S1S7,A0A1B3S1S7_BRUML,unreviewed,Methionine adenosyltransferase,Brucella melitensis,421,29459
A0A0M2Y271,A0A0M2Y271_BRUML,unreviewed,TetR family transcriptional regulator,Brucella melitensis,239,29459
A0A0M2Y5Q9,A0A0M2Y5Q9_BRUML,unreviewed,3-methyl-2-oxobutanoate hydroxymethyltransferase (EC 2.1.2.11) (Ketopantoate hydroxymethyltransferase) (KPHMT),Brucella melitensis,275,29459
A0A1B3S309,A0A1B3S309_BRUML,unreviewed,Bicyclomycin resistance protein,Brucella melitensis,615,29459
A0A0M2YAE7,A0A0M2YAE7_BRUML,unreviewed,30S ribosomal protein S12,Brucella melitensis,123,29459
A0A1B3RZB8,A0A1B3RZB8_BRUML,unreviewed,TonB-dependent receptor,Brucella melitensis,620,29459
A0A0M2YB89,A0A0M2YB89_BRUML,unreviewed,Regulator,Brucella melitensis,86,29459
A0A0M2Y958,A0A0M2Y958_BRUML,unreviewed,Mannose-1-phosphate guanylyltransferase,Brucella melitensis,239,29459
A0A0M2Y9Q2,A0A0M2Y9Q2_BRUML,unreviewed,Peptide ABC transporter permease,Brucella melitensis,335,29459
A0A0M2YDJ3,A0A0M2YDJ3_BRUML,unreviewed,30S ribosomal protein S15,Brucella melitensis,89,29459
A0A1B3RZJ6,A0A1B3RZJ6_BRUML,unreviewed,PhnA protein,Brucella melitensis,73,29459
A0A1C1V987,A0A1C1V987_BRUML,unreviewed,Phosphate acetyltransferase,Brucella melitensis,352,29459
A0A1C1VII4,A0A1C1VII4_BRUML,unreviewed,Glutaminyl-tRNA synthase (glutamine-hydrolyzing) (EC 6.3.5.7),Brucella melitensis,161,29459
A0A0M2Y547,A0A0M2Y547_BRUML,unreviewed,Flagellar basal body protein FliL,Brucella melitensis,163,29459
A0A0M2Y7S6,A0A0M2Y7S6_BRUML,unreviewed,Diacylglycerol kinase (EC 2.7.1.107),Brucella melitensis,116,29459
A0A0M2YDX1,A0A0M2YDX1_BRUML,unreviewed,Inorganic pyrophosphatase (EC 3.6.1.1) (Pyrophosphate phospho-hydrolase) (PPase),Brucella melitensis,176,29459
A0A1B3RYQ1,A0A1B3RYQ1_BRUML,unreviewed,Multidrug efflux protein,Brucella melitensis,1029,29459
A0A1B3S2Y9,A0A1B3S2Y9_BRUML,unreviewed,UDP-glucose 6-dehydrogenase,Brucella melitensis,474,29459
A0A0M2Y7Z6,A0A0M2Y7Z6_BRUML,unreviewed,Two-component sensor histidine kinase,Brucella melitensis,380,29459
A0A1B3RY57,A0A1B3RY57_BRUML,unreviewed,Phosphoribosylformylglycinamidine synthase subunit PurQ (FGAM synthase) (EC 6.3.5.3) (Formylglycinamide ribonucleotide amidotransferase subunit I) (FGAR amidotransferase I) (FGAR-AT I) (Glutaminase PurQ) (EC 3.5.1.2) (Phosphoribosylformylglycinamidine synthase subunit I),Brucella melitensis,223,29459
A0A1B3S428,A0A1B3S428_BRUML,unreviewed,Multidrug MFS transporter,Brucella melitensis,459,29459
A0A1B3S0Y1,A0A1B3S0Y1_BRUML,unreviewed,Calcium-binding protein,Brucella melitensis,231,29459
A0A0M2Y7Y5,A0A0M2Y7Y5_BRUML,unreviewed,Pyruvate dehydrogenase complex E1 component subunit beta,Brucella melitensis,461,29459
A0A0M2YD60,A0A0M2YD60_BRUML,unreviewed,Uncharacterized protein,Brucella melitensis,471,29459
A0A0M2Y835,A0A0M2Y835_BRUML,unreviewed,Uncharacterized protein,Brucella melitensis,63,29459
A0A1C1VBH6,A0A1C1VBH6_BRUML,unreviewed,Virulence factor,Brucella melitensis,386,29459
A0A0M2Y5B8,A0A0M2Y5B8_BRUML,unreviewed,Uncharacterized protein,Brucella melitensis,133,29459
A0A0M2Y740,A0A0M2Y740_BRUML,unreviewed,Uncharacterized protein,Brucella melitensis,230,29459
A0A0M2Y852,A0A0M2Y852_BRUML,unreviewed,Phosphoenolpyruvate carboxykinase,Brucella melitensis,29,29459
A0A0N8G3B9,A0A0N8G3B9_BRUML,unreviewed,Putative nickel-responsive regulator,Brucella melitensis,132,29459
A0A1B3S4D3,A0A1B3S4D3_BRUML,unreviewed,Sugar ABC transporter permease,Brucella melitensis,389,29459
A0A0M2Y5F9,A0A0M2Y5F9_BRUML,unreviewed,ABC transporter substrate-binding protein,Brucella melitensis,346,29459
A0A0M2Y328,A0A0M2Y328_BRUML,unreviewed,GTP-binding protein TypA,Brucella melitensis,608,29459
A0A0M2Y9Y6,A0A0M2Y9Y6_BRUML,unreviewed,Uncharacterized protein,Brucella melitensis,71,29459
A0A0M2YCZ1,A0A0M2YCZ1_BRUML,unreviewed,Stress responsive protein,Brucella melitensis,97,29459
A0A1B3RX41,A0A1B3RX41_BRUML,unreviewed,Uncharacterized protein,Brucella melitensis,621,29459
A0A0M2Y4F8,A0A0M2Y4F8_BRUML,unreviewed,3-oxoacyl-ACP reductase,Brucella melitensis,234,29459
A0A0M2Y7A1,A0A0M2Y7A1_BRUML,unreviewed,Uncharacterized protein,Brucella melitensis,137,29459
A0A0M2YAX8,A0A0M2YAX8_BRUML,unreviewed,Uncharacterized protein,Brucella melitensis,96,29459
A0A0M2YB17,A0A0M2YB17_BRUML,unreviewed,Ornithine carbamoyltransferase (OTCase) (EC 2.1.3.3),Brucella melitensis,312,29459
A0A1B3S1M2,A0A1B3S1M2_BRUML,unreviewed,ABC transporter ATP-binding protein,Brucella melitensis,248,29459
A0A1B3RXG7,A0A1B3RXG7_BRUML,unreviewed,Capsular biosynthesis protein,Brucella melitensis,622,29459
A0A1C1USP7,A0A1C1USP7_BRUML,unreviewed,Probable potassium transport system protein kup,Brucella melitensis,651,29459
A0A1B3S244,A0A1B3S244_BRUML,unreviewed,Flagellar basal-body rod protein FlgG (Distal rod protein),Brucella melitensis,262,29459
A0A0M2Y9S8,A0A0M2Y9S8_BRUML,unreviewed,Acyl-CoA thioesterase II,Brucella melitensis,300,29459
A0A0M2Y8E2,A0A0M2Y8E2_BRUML,unreviewed,Short-chain dehydrogenase,Brucella melitensis,280,29459
A0A0M2Y9K8,A0A0M2Y9K8_BRUML,unreviewed,Alkyl hydroperoxide reductase,Brucella melitensis,154,29459
A0A1C1ULW3,A0A1C1ULW3_BRUML,unreviewed,MATE family efflux transporter,Brucella melitensis,456,29459
A0A1C1UN87,A0A1C1UN87_BRUML,unreviewed,Tryptophan synthase beta chain (EC 4.2.1.20),Brucella melitensis,406,29459
A0A0M2Y5B6,A0A0M2Y5B6_BRUML,unreviewed,FAD:protein FMN transferase (EC 2.7.1.180) (Flavin transferase),Brucella melitensis,325,29459
A0A0M2Y2M7,A0A0M2Y2M7_BRUML,unreviewed,Transcriptional regulator,Brucella melitensis,202,29459
A0A1C1UXR3,A0A1C1UXR3_BRUML,unreviewed,LPS-assembly protein LptD,Brucella melitensis,792,29459
A0A1B3S460,A0A1B3S460_BRUML,unreviewed,Diguanylate cyclase,Brucella melitensis,285,29459
A0A0M2Y6T3,A0A0M2Y6T3_BRUML,unreviewed,UPF0434 protein BFS11_14305,Brucella melitensis,64,29459
A0A0M2YAA6,A0A0M2YAA6_BRUML,unreviewed,Gamma-glutamyl phosphate reductase (GPR) (EC 1.2.1.41) (Glutamate-5-semialdehyde dehydrogenase) (Glutamyl-gamma-semialdehyde dehydrogenase) (GSA dehydrogenase),Brucella melitensis,427,29459
A0A1B3RZI7,A0A1B3RZI7_BRUML,unreviewed,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase (EC 6.3.2.13) (Meso-A2pm-adding enzyme) (Meso-diaminopimelate-adding enzyme) (UDP-MurNAc-L-Ala-D-Glu:meso-diaminopimelate ligase) (UDP-MurNAc-tripeptide synthetase) (UDP-N-acetylmuramyl-tripeptide synthetase)",Brucella melitensis,490,29459
A0A1C1UVG3,A0A1C1UVG3_BRUML,unreviewed,"2,4-dienoyl-CoA reductase",Brucella melitensis,424,29459
A0A1B3RZZ8,A0A1B3RZZ8_BRUML,unreviewed,tRNA glutamyl-Q(34) synthetase GluQRS,Brucella melitensis,291,29459
A0A1B3S1V6,A0A1B3S1V6_BRUML,unreviewed,Bleomycin resistance protein,Brucella melitensis,160,29459
