Entry,Entry name,Status,Protein names,Organism,Length,Organism ID
P62444,RL11_WOLPM,reviewed,50S ribosomal protein L11,Wolbachia pipientis wMel,146,163164
Q73HB0,RL17_WOLPM,reviewed,50S ribosomal protein L17,Wolbachia pipientis wMel,142,163164
Q73H91,RL22_WOLPM,reviewed,50S ribosomal protein L22,Wolbachia pipientis wMel,115,163164
Q73H93,RL16_WOLPM,reviewed,50S ribosomal protein L16,Wolbachia pipientis wMel,137,163164
Q73H97,RL24_WOLPM,reviewed,50S ribosomal protein L24,Wolbachia pipientis wMel,105,163164
Q73GD6,RL19_WOLPM,reviewed,50S ribosomal protein L19,Wolbachia pipientis wMel,125,163164
Q73IT2,RL13_WOLPM,reviewed,50S ribosomal protein L13,Wolbachia pipientis wMel,152,163164
Q73FP4,RIMM_WOLPM,reviewed,Ribosome maturation factor RimM,Wolbachia pipientis wMel,168,163164
P61729,RISB_WOLPM,reviewed,"6,7-dimethyl-8-ribityllumazine synthase (DMRL synthase) (LS) (Lumazine synthase) (EC 2.5.1.78)",Wolbachia pipientis wMel,142,163164
Q73HA4,RL15_WOLPM,reviewed,50S ribosomal protein L15,Wolbachia pipientis wMel,156,163164
Q73HA2,RL18_WOLPM,reviewed,50S ribosomal protein L18,Wolbachia pipientis wMel,123,163164
Q73GR7,RL20_WOLPM,reviewed,50S ribosomal protein L20,Wolbachia pipientis wMel,121,163164
Q73GR8,RL35_WOLPM,reviewed,50S ribosomal protein L35,Wolbachia pipientis wMel,68,163164
Q73H98,RL5_WOLPM,reviewed,50S ribosomal protein L5,Wolbachia pipientis wMel,177,163164
Q73H96,RL14_WOLPM,reviewed,50S ribosomal protein L14,Wolbachia pipientis wMel,119,163164
Q73IG5,RL34_WOLPM,reviewed,50S ribosomal protein L34,Wolbachia pipientis wMel,44,163164
P61071,RL4_WOLPM,reviewed,50S ribosomal protein L4,Wolbachia pipientis wMel,204,163164
Q73IM3,RL21_WOLPM,reviewed,50S ribosomal protein L21,Wolbachia pipientis wMel,100,163164
Q73H94,RL29_WOLPM,reviewed,50S ribosomal protein L29,Wolbachia pipientis wMel,67,163164
Q73IX2,RL1_WOLPM,reviewed,50S ribosomal protein L1,Wolbachia pipientis wMel,217,163164
Q73II9,RL25_WOLPM,reviewed,50S ribosomal protein L25 (General stress protein CTC),Wolbachia pipientis wMel,203,163164
Q73HA8,RS11_WOLPM,reviewed,30S ribosomal protein S11,Wolbachia pipientis wMel,128,163164
Q73GN5,RS15_WOLPM,reviewed,30S ribosomal protein S15,Wolbachia pipientis wMel,90,163164
Q73HA3,RS5_WOLPM,reviewed,30S ribosomal protein S5,Wolbachia pipientis wMel,170,163164
Q73H99,RS14_WOLPM,reviewed,30S ribosomal protein S14,Wolbachia pipientis wMel,102,163164
Q73GZ6,RS18_WOLPM,reviewed,30S ribosomal protein S18,Wolbachia pipientis wMel,91,163164
Q73IX9,RS12_WOLPM,reviewed,30S ribosomal protein S12,Wolbachia pipientis wMel,124,163164
Q73G18,RS20_WOLPM,reviewed,30S ribosomal protein S20,Wolbachia pipientis wMel,89,163164
Q73HA7,RS13_WOLPM,reviewed,30S ribosomal protein S13,Wolbachia pipientis wMel,122,163164
Q73HM1,RS2_WOLPM,reviewed,30S ribosomal protein S2,Wolbachia pipientis wMel,282,163164
Q73H95,RS17_WOLPM,reviewed,30S ribosomal protein S17,Wolbachia pipientis wMel,78,163164
Q73H90,RS19_WOLPM,reviewed,30S ribosomal protein S19,Wolbachia pipientis wMel,94,163164
Q73HA0,RS8_WOLPM,reviewed,30S ribosomal protein S8,Wolbachia pipientis wMel,131,163164
Q73H00,SYE2_WOLPM,reviewed,Glutamate--tRNA ligase 2 (EC 6.1.1.17) (Glutamyl-tRNA synthetase 2) (GluRS 2),Wolbachia pipientis wMel,440,163164
Q73GW6,SYP_WOLPM,reviewed,Proline--tRNA ligase (EC 6.1.1.15) (Prolyl-tRNA synthetase) (ProRS),Wolbachia pipientis wMel,422,163164
Q73HX6,SYDND_WOLPM,reviewed,Aspartate--tRNA(Asp/Asn) ligase (EC 6.1.1.23) (Aspartyl-tRNA synthetase) (AspRS) (Non-discriminating aspartyl-tRNA synthetase) (ND-AspRS),Wolbachia pipientis wMel,600,163164
Q73HV5,SYE1_WOLPM,reviewed,Glutamate--tRNA ligase 1 (EC 6.1.1.17) (Glutamyl-tRNA synthetase 1) (GluRS 1),Wolbachia pipientis wMel,473,163164
P62351,SYH_WOLPM,reviewed,Histidine--tRNA ligase (EC 6.1.1.21) (Histidyl-tRNA synthetase) (HisRS),Wolbachia pipientis wMel,408,163164
P61709,SYA_WOLPM,reviewed,Alanine--tRNA ligase (EC 6.1.1.7) (Alanyl-tRNA synthetase) (AlaRS),Wolbachia pipientis wMel,877,163164
Q73HW7,SYI_WOLPM,reviewed,Isoleucine--tRNA ligase (EC 6.1.1.5) (Isoleucyl-tRNA synthetase) (IleRS),Wolbachia pipientis wMel,1111,163164
Q73HW5,SYFB_WOLPM,reviewed,Phenylalanine--tRNA ligase beta subunit (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase beta subunit) (PheRS),Wolbachia pipientis wMel,779,163164
Q73HY6,SYR_WOLPM,reviewed,Arginine--tRNA ligase (EC 6.1.1.19) (Arginyl-tRNA synthetase) (ArgRS),Wolbachia pipientis wMel,568,163164
Q73G50,SYY_WOLPM,reviewed,Tyrosine--tRNA ligase (EC 6.1.1.1) (Tyrosyl-tRNA synthetase) (TyrRS),Wolbachia pipientis wMel,416,163164
Q73IT7,SYL_WOLPM,reviewed,Leucine--tRNA ligase (EC 6.1.1.4) (Leucyl-tRNA synthetase) (LeuRS),Wolbachia pipientis wMel,838,163164
Q73GH6,SYT_WOLPM,reviewed,Threonine--tRNA ligase (EC 6.1.1.3) (Threonyl-tRNA synthetase) (ThrRS),Wolbachia pipientis wMel,633,163164
Q73HS9,SYV_WOLPM,reviewed,Valine--tRNA ligase (EC 6.1.1.9) (Valyl-tRNA synthetase) (ValRS),Wolbachia pipientis wMel,864,163164
Q73IM5,SYFA_WOLPM,reviewed,Phenylalanine--tRNA ligase alpha subunit (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase alpha subunit) (PheRS),Wolbachia pipientis wMel,347,163164
Q73IW5,SYS_WOLPM,reviewed,Serine--tRNA ligase (EC 6.1.1.11) (Seryl-tRNA synthetase) (SerRS) (Seryl-tRNA(Ser/Sec) synthetase),Wolbachia pipientis wMel,425,163164
Q73FX5,THYX_WOLPM,reviewed,Flavin-dependent thymidylate synthase (FDTS) (EC 2.1.1.148) (FAD-dependent thymidylate synthase) (Thymidylate synthase ThyX) (TS) (TSase),Wolbachia pipientis wMel,284,163164
Q73IK8,TATA_WOLPM,reviewed,Sec-independent protein translocase protein TatA,Wolbachia pipientis wMel,55,163164
Q73I58,TIG_WOLPM,reviewed,Trigger factor (TF) (EC 5.2.1.8) (PPIase),Wolbachia pipientis wMel,444,163164
Q73FR9,TILS_WOLPM,reviewed,tRNA(Ile)-lysidine synthase (EC 6.3.4.19) (tRNA(Ile)-2-lysyl-cytidine synthase) (tRNA(Ile)-lysidine synthetase),Wolbachia pipientis wMel,431,163164
Q73IK6,UVRC_WOLPM,reviewed,UvrABC system protein C (Protein UvrC) (Excinuclease ABC subunit C),Wolbachia pipientis wMel,605,163164
Q73H48,YBEY_WOLPM,reviewed,Endoribonuclease YbeY (EC 3.1.-.-),Wolbachia pipientis wMel,150,163164
Q73G05,Q73G05_WOLPM,unreviewed,Diacylglycerol kinase (EC 2.7.1.107),Wolbachia pipientis wMel,116,163164
Q73IR1,Q73IR1_WOLPM,unreviewed,DNA processing chain A,Wolbachia pipientis wMel,362,163164
Q73HJ2,Q73HJ2_WOLPM,unreviewed,"Prophage P2W3, tail protein D, putative",Wolbachia pipientis wMel,314,163164
Q73FR7,Q73FR7_WOLPM,unreviewed,"Thermostable carboxypeptidase 1, putative",Wolbachia pipientis wMel,473,163164
Q73GL3,Q73GL3_WOLPM,unreviewed,"Transposase, IS5 family, interruption-N",Wolbachia pipientis wMel,82,163164
Q73II5,Q73II5_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,174,163164
Q73GL8,Q73GL8_WOLPM,unreviewed,"BolA protein, putative",Wolbachia pipientis wMel,94,163164
Q73G43,Q73G43_WOLPM,unreviewed,NADH-quinone oxidoreductase subunit C (EC 1.6.5.11) (NADH dehydrogenase I subunit C) (NDH-1 subunit C),Wolbachia pipientis wMel,190,163164
Q73G31,Q73G31_WOLPM,unreviewed,"Iron compound ABC transporter, permease protein, putative",Wolbachia pipientis wMel,532,163164
Q73H24,Q73H24_WOLPM,unreviewed,"Site-specific recombinase, phage integrase family",Wolbachia pipientis wMel,309,163164
Q73H20,Q73H20_WOLPM,unreviewed,"Antioxidant, AhpC/Tsa family",Wolbachia pipientis wMel,199,163164
Q73HV3,Q73HV3_WOLPM,unreviewed,Succinate dehydrogenase flavoprotein subunit (EC 1.3.5.1),Wolbachia pipientis wMel,599,163164
Q73H44,Q73H44_WOLPM,unreviewed,Phosphatidylglycerophosphatase A (EC 3.1.3.27) (Phosphatidylglycerolphosphate phosphatase A),Wolbachia pipientis wMel,160,163164
Q73HD9,Q73HD9_WOLPM,unreviewed,"Transcriptional regulator, putative",Wolbachia pipientis wMel,303,163164
Q73IF4,Q73IF4_WOLPM,unreviewed,"Lipoprotein, putative",Wolbachia pipientis wMel,112,163164
Q73HC8,Q73HC8_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,386,163164
Q73FM3,Q73FM3_WOLPM,unreviewed,N5-carboxyaminoimidazole ribonucleotide mutase (N5-CAIR mutase) (EC 5.4.99.18) (5-(carboxyamino)imidazole ribonucleotide mutase),Wolbachia pipientis wMel,166,163164
Q73H18,Q73H18_WOLPM,unreviewed,Glutaredoxin family protein,Wolbachia pipientis wMel,112,163164
Q73G19,Q73G19_WOLPM,unreviewed,1-acyl-sn-glycerol-3-phosphate acyltransferase family protein,Wolbachia pipientis wMel,241,163164
Q73HN9,Q73HN9_WOLPM,unreviewed,DNA mismatch repair protein MutL,Wolbachia pipientis wMel,598,163164
Q73FZ2,Q73FZ2_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,406,163164
Q73HE3,Q73HE3_WOLPM,unreviewed,"Membrane protein, putative",Wolbachia pipientis wMel,304,163164
Q73GA0,Q73GA0_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,133,163164
Q73H74,Q73H74_WOLPM,unreviewed,Phosphoglucomutase/phosphomannomutase family protein,Wolbachia pipientis wMel,462,163164
Q73G91,Q73G91_WOLPM,unreviewed,"Ubiquinol-cytochrome c reductase, cytochrome c1 (EC 1.10.2.2)",Wolbachia pipientis wMel,252,163164
Q73HP0,Q73HP0_WOLPM,unreviewed,"Transcriptional regulator, putative",Wolbachia pipientis wMel,312,163164
Q73HV7,Q73HV7_WOLPM,unreviewed,"Propionyl-CoA carboxylase, alpha subunit (EC 6.4.1.3)",Wolbachia pipientis wMel,691,163164
Q73GB8,Q73GB8_WOLPM,unreviewed,Surface protein-related protein,Wolbachia pipientis wMel,1128,163164
Q73GZ8,Q73GZ8_WOLPM,unreviewed,DNA-directed DNA polymerase (EC 2.7.7.7),Wolbachia pipientis wMel,1109,163164
Q73HN7,Q73HN7_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,1120,163164
Q73GQ3,Q73GQ3_WOLPM,unreviewed,"Dihydropteroate synthase, putative",Wolbachia pipientis wMel,198,163164
Q73HX2,Q73HX2_WOLPM,unreviewed,"Membrane protein, putative",Wolbachia pipientis wMel,142,163164
Q73GC7,Q73GC7_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,162,163164
Q73GW3,Q73GW3_WOLPM,unreviewed,"Monovalent cation/proton antiporter subunit, putative",Wolbachia pipientis wMel,498,163164
Q73I06,Q73I06_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,119,163164
Q73IQ4,Q73IQ4_WOLPM,unreviewed,SugE protein,Wolbachia pipientis wMel,114,163164
Q73H11,Q73H11_WOLPM,unreviewed,Na+/H+ ion antiporter family protein,Wolbachia pipientis wMel,176,163164
Q73G65,Q73G65_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,69,163164
Q73HJ9,Q73HJ9_WOLPM,unreviewed,Acetylornithine aminotransferase (ACOAT) (EC 2.6.1.11),Wolbachia pipientis wMel,392,163164
Q73GR2,Q73GR2_WOLPM,unreviewed,50S ribosomal protein L31,Wolbachia pipientis wMel,67,163164
Q73HY1,Q73HY1_WOLPM,unreviewed,"Na+/H+ antiporter, putative",Wolbachia pipientis wMel,431,163164
Q73I57,Q73I57_WOLPM,unreviewed,"Membrane protein, putative",Wolbachia pipientis wMel,198,163164
Q73I76,Q73I76_WOLPM,unreviewed,Cytochrome c oxidase subunit 1 (EC 1.9.3.1),Wolbachia pipientis wMel,516,163164
Q73GQ1,Q73GQ1_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,245,163164
Q73HE6,Q73HE6_WOLPM,unreviewed,"L-allo-threonine aldolase, putative",Wolbachia pipientis wMel,350,163164
Q73G30,Q73G30_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,256,163164
Q73GE9,Q73GE9_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,116,163164
Q73GG2,Q73GG2_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,147,163164
Q73FX3,Q73FX3_WOLPM,unreviewed,Primosomal protein N' (EC 3.6.4.-) (ATP-dependent helicase PriA),Wolbachia pipientis wMel,780,163164
Q73GK8,Q73GK8_WOLPM,unreviewed,Probable protein kinase UbiB (EC 2.7.-.-),Wolbachia pipientis wMel,476,163164
Q73GL4,Q73GL4_WOLPM,unreviewed,Conserved domain protein,Wolbachia pipientis wMel,91,163164
Q73GY7,Q73GY7_WOLPM,unreviewed,"Isocitrate dehydrogenase, NAD-dependent (EC 1.1.1.41)",Wolbachia pipientis wMel,472,163164
Q73GB9,Q73GB9_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,474,163164
Q73GN9,Q73GN9_WOLPM,unreviewed,"Iron compound ABC transporter, periplasmic iron compound-binding protein",Wolbachia pipientis wMel,341,163164
Q73HZ6,Q73HZ6_WOLPM,unreviewed,Conserved domain protein,Wolbachia pipientis wMel,113,163164
Q73IY6,Q73IY6_WOLPM,unreviewed,Type IV secretion system protein VirB10,Wolbachia pipientis wMel,486,163164
Q73FV9,Q73FV9_WOLPM,unreviewed,Coproporphyrinogen oxidase (EC 1.3.3.3),Wolbachia pipientis wMel,256,163164
Q73H84,Q73H84_WOLPM,unreviewed,Carbamoyl-phosphate synthase small chain (EC 6.3.5.5) (Carbamoyl-phosphate synthetase glutamine chain),Wolbachia pipientis wMel,399,163164
Q73IJ9,Q73IJ9_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,70,163164
Q73GP5,Q73GP5_WOLPM,unreviewed,Co-chaperone Hsc20,Wolbachia pipientis wMel,152,163164
Q73IY3,Q73IY3_WOLPM,unreviewed,Surface antigen Wsp paralog,Wolbachia pipientis wMel,282,163164
Q73GT0,Q73GT0_WOLPM,unreviewed,"Methyltransferase, putative",Wolbachia pipientis wMel,182,163164
Q73GS5,Q73GS5_WOLPM,unreviewed,Type IV secretion system protein VirB6,Wolbachia pipientis wMel,851,163164
Q73GM0,Q73GM0_WOLPM,unreviewed,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase (EC 6.3.2.13) (Meso-A2pm-adding enzyme) (Meso-diaminopimelate-adding enzyme) (UDP-MurNAc-L-Ala-D-Glu:meso-diaminopimelate ligase) (UDP-MurNAc-tripeptide synthetase) (UDP-N-acetylmuramyl-tripeptide synthetase)",Wolbachia pipientis wMel,524,163164
Q73FX1,Q73FX1_WOLPM,unreviewed,DNA gyrase subunit A (EC 5.99.1.3),Wolbachia pipientis wMel,900,163164
Q73FM7,Q73FM7_WOLPM,unreviewed,"Monovalent cation/proton antiporter, MnhG/PhaG subunit family",Wolbachia pipientis wMel,95,163164
Q73GA8,Q73GA8_WOLPM,unreviewed,DnaJ domain protein,Wolbachia pipientis wMel,320,163164
Q73FS6,Q73FS6_WOLPM,unreviewed,Bacterioferritin (EC 1.16.3.1),Wolbachia pipientis wMel,158,163164
Q73GS2,Q73GS2_WOLPM,unreviewed,Lysine--tRNA ligase (EC 6.1.1.6) (Lysyl-tRNA synthetase) (LysRS),Wolbachia pipientis wMel,511,163164
Q73I30,Q73I30_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,394,163164
Q73I50,Q73I50_WOLPM,unreviewed,"Sodium/alanine symporter family protein, putative",Wolbachia pipientis wMel,447,163164
Q73IT1,Q73IT1_WOLPM,unreviewed,"Outer membrane protein TolC, putative",Wolbachia pipientis wMel,407,163164
Q73H36,Q73H36_WOLPM,unreviewed,Superoxide dismutase (EC 1.15.1.1),Wolbachia pipientis wMel,206,163164
Q73GA6,Q73GA6_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,196,163164
Q73I08,Q73I08_WOLPM,unreviewed,"Phosphate ABC transporter, periplasmic phosphate-binding protein, putative",Wolbachia pipientis wMel,338,163164
Q73GE4,Q73GE4_WOLPM,unreviewed,"Phage portal protein, HK97 family",Wolbachia pipientis wMel,397,163164
Q73FU3,Q73FU3_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,243,163164
Q73FW5,Q73FW5_WOLPM,unreviewed,Diaminopimelate epimerase (DAP epimerase) (EC 5.1.1.7) (PLP-independent amino acid racemase),Wolbachia pipientis wMel,263,163164
Q73GV5,Q73GV5_WOLPM,unreviewed,ATP-dependent DNA helicase RecG (EC 3.6.1.-),Wolbachia pipientis wMel,673,163164
Q73IV9,Q73IV9_WOLPM,unreviewed,Ankyrin repeat domain protein,Wolbachia pipientis wMel,288,163164
Q73GK1,Q73GK1_WOLPM,unreviewed,"Membrane protein, putative",Wolbachia pipientis wMel,240,163164
Q73IA3,Q73IA3_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,102,163164
Q73H38,Q73H38_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,105,163164
Q73GU8,Q73GU8_WOLPM,unreviewed,HflK protein,Wolbachia pipientis wMel,344,163164
Q73GA1,Q73GA1_WOLPM,unreviewed,Glutathione S-transferase family protein,Wolbachia pipientis wMel,217,163164
Q73HQ9,Q73HQ9_WOLPM,unreviewed,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase (EC 2.7.8.5),Wolbachia pipientis wMel,177,163164
Q73GE6,Q73GE6_WOLPM,unreviewed,Probable lipid II flippase MurJ,Wolbachia pipientis wMel,495,163164
Q73GS7,Q73GS7_WOLPM,unreviewed,"Membrane protein, putative",Wolbachia pipientis wMel,992,163164
Q73IB6,Q73IB6_WOLPM,unreviewed,"Transcriptional regulator, putative",Wolbachia pipientis wMel,215,163164
Q73IE1,Q73IE1_WOLPM,unreviewed,Elongation factor Tu family protein,Wolbachia pipientis wMel,609,163164
Q73HH5,Q73HH5_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,166,163164
Q73HW4,Q73HW4_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,87,163164
Q73GG5,Q73GG5_WOLPM,unreviewed,"ABC transporter, ATP-binding protein",Wolbachia pipientis wMel,233,163164
Q73HF4,Q73HF4_WOLPM,unreviewed,"Helicase, SNF2 family",Wolbachia pipientis wMel,1175,163164
Q73HY4,Q73HY4_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,99,163164
Q73FP8,Q73FP8_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,921,163164
Q73G08,Q73G08_WOLPM,unreviewed,ComEC/Rec2 family protein,Wolbachia pipientis wMel,720,163164
Q73G73,Q73G73_WOLPM,unreviewed,Integration host factor subunit beta,Wolbachia pipientis wMel,92,163164
Q73HD2,Q73HD2_WOLPM,unreviewed,"Prophage LambdaW5, site-specific recombinase, resolvase family",Wolbachia pipientis wMel,489,163164
Q73HL3,Q73HL3_WOLPM,unreviewed,Hydroxymethylbilane synthase (EC 2.5.1.61),Wolbachia pipientis wMel,292,163164
Q73H37,Q73H37_WOLPM,unreviewed,"Peptidase, M16 family, putative",Wolbachia pipientis wMel,423,163164
Q73HS0,Q73HS0_WOLPM,unreviewed,"Pyruvate dehydrogenase complex, E1 component, pyruvate dehydrogenase beta subunit, putative",Wolbachia pipientis wMel,332,163164
Q73GK6,Q73GK6_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,537,163164
Q73HZ3,Q73HZ3_WOLPM,unreviewed,"Cell division protein FtsW, putative",Wolbachia pipientis wMel,371,163164
Q73HH0,Q73HH0_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,273,163164
Q73IR5,Q73IR5_WOLPM,unreviewed,Protein translocase subunit SecD,Wolbachia pipientis wMel,501,163164
Q73FK9,Q73FK9_WOLPM,unreviewed,Transcription termination/antitermination protein NusA,Wolbachia pipientis wMel,520,163164
Q73HU4,Q73HU4_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,122,163164
Q73IG8,Q73IG8_WOLPM,unreviewed,TPR domain protein,Wolbachia pipientis wMel,358,163164
Q73FT7,Q73FT7_WOLPM,unreviewed,"ATP-dependent RNA helicase, DeaD/DeaH box family",Wolbachia pipientis wMel,408,163164
Q73H15,Q73H15_WOLPM,unreviewed,"Protease, insulinase family",Wolbachia pipientis wMel,446,163164
Q73FR6,Q73FR6_WOLPM,unreviewed,Rod shape-determining protein MreB,Wolbachia pipientis wMel,358,163164
Q73H46,Q73H46_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,378,163164
Q73I45,Q73I45_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,825,163164
Q73IQ5,Q73IQ5_WOLPM,unreviewed,Multidrug resistance protein,Wolbachia pipientis wMel,104,163164
Q73HN8,Q73HN8_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,309,163164
Q73HE7,Q73HE7_WOLPM,unreviewed,"L-allo-threonine aldolase, putative",Wolbachia pipientis wMel,349,163164
Q73GA4,Q73GA4_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,234,163164
Q73I61,Q73I61_WOLPM,unreviewed,Lon protease (EC 3.4.21.53) (ATP-dependent protease La),Wolbachia pipientis wMel,817,163164
Q73FS3,Q73FS3_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,190,163164
Q73GC4,Q73GC4_WOLPM,unreviewed,"Membrane protein, putative",Wolbachia pipientis wMel,406,163164
Q73HC5,Q73HC5_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,84,163164
Q73IF9,Q73IF9_WOLPM,unreviewed,Class II aldolase/adducin domain protein,Wolbachia pipientis wMel,236,163164
Q73IS2,Q73IS2_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,129,163164
Q73HM5,Q73HM5_WOLPM,unreviewed,Phosphatidate cytidylyltransferase (EC 2.7.7.41),Wolbachia pipientis wMel,208,163164
Q73HF9,Q73HF9_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,334,163164
Q73GT2,Q73GT2_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,196,163164
Q73GR1,Q73GR1_WOLPM,unreviewed,NAD kinase (EC 2.7.1.23) (ATP-dependent NAD kinase),Wolbachia pipientis wMel,264,163164
Q73GY6,Q73GY6_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,176,163164
Q73IJ0,Q73IJ0_WOLPM,unreviewed,"Oxidoreductase, putative",Wolbachia pipientis wMel,99,163164
Q73I89,Q73I89_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,142,163164
Q73GF3,Q73GF3_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,339,163164
Q73HG0,Q73HG0_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,123,163164
Q73H39,Q73H39_WOLPM,unreviewed,Queuine tRNA-ribosyltransferase (EC 2.4.2.29) (Guanine insertion enzyme) (tRNA-guanine transglycosylase),Wolbachia pipientis wMel,404,163164
Q73IP9,Q73IP9_WOLPM,unreviewed,Conserved domain protein,Wolbachia pipientis wMel,216,163164
Q73IW4,Q73IW4_WOLPM,unreviewed,Phosphoribosylamine--glycine ligase (EC 6.3.4.13) (GARS) (Glycinamide ribonucleotide synthetase) (Phosphoribosylglycinamide synthetase),Wolbachia pipientis wMel,423,163164
Q73IV5,Q73IV5_WOLPM,unreviewed,Metallo-beta-lactamase family protein,Wolbachia pipientis wMel,544,163164
Q73H61,Q73H61_WOLPM,unreviewed,Ribulose-phosphate 3-epimerase (EC 5.1.3.1),Wolbachia pipientis wMel,225,163164
Q73IR9,Q73IR9_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,375,163164
Q73HS7,Q73HS7_WOLPM,unreviewed,Hexapeptide transferase family protein,Wolbachia pipientis wMel,171,163164
Q73IJ7,Q73IJ7_WOLPM,unreviewed,Phage SPO1 DNA polymerase-related protein,Wolbachia pipientis wMel,273,163164
Q73H10,Q73H10_WOLPM,unreviewed,Ankyrin repeat domain protein,Wolbachia pipientis wMel,474,163164
Q73HI4,Q73HI4_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,183,163164
Q73FV2,Q73FV2_WOLPM,unreviewed,"Succinate dehydrogenase, cytochrome b556 subunit",Wolbachia pipientis wMel,125,163164
Q73IB7,Q73IB7_WOLPM,unreviewed,"Transposase, IS256 family",Wolbachia pipientis wMel,410,163164
Q73IY7,Q73IY7_WOLPM,unreviewed,Type IV secretion system protein VirB9,Wolbachia pipientis wMel,264,163164
Q73GX2,Q73GX2_WOLPM,unreviewed,Conserved domain protein,Wolbachia pipientis wMel,143,163164
Q73II4,Q73II4_WOLPM,unreviewed,Iron-sulfur cluster carrier protein,Wolbachia pipientis wMel,340,163164
Q73HC3,Q73HC3_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,158,163164
Q73I38,Q73I38_WOLPM,unreviewed,"Efflux transporter, RND family, MFP subunit",Wolbachia pipientis wMel,360,163164
Q73IA4,Q73IA4_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,73,163164
Q73FV7,Q73FV7_WOLPM,unreviewed,Sensor histidine kinase/response regulator,Wolbachia pipientis wMel,417,163164
Q73I66,Q73I66_WOLPM,unreviewed,Single-stranded-DNA-specific exonuclease RecJ (EC 3.1.-.-),Wolbachia pipientis wMel,579,163164
Q73HR9,Q73HR9_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,124,163164
Q73IT6,Q73IT6_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,211,163164
Q73HX5,Q73HX5_WOLPM,unreviewed,Major facilitator family transporter,Wolbachia pipientis wMel,420,163164
Q73HY7,Q73HY7_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,72,163164
Q73HS6,Q73HS6_WOLPM,unreviewed,"Preprotein translocase, SecG subunit",Wolbachia pipientis wMel,106,163164
Q73IA7,Q73IA7_WOLPM,unreviewed,"Prophage LambdaW1, terminase large subunit, putative",Wolbachia pipientis wMel,608,163164
Q73GF5,Q73GF5_WOLPM,unreviewed,"Uroporphyrinogen-III synthase, putative",Wolbachia pipientis wMel,235,163164
