Entry,Entry name,Status,Protein names,Organism,Length,Organism ID
A0A0H3M8B8,A0A0H3M8B8_MYCBP,unreviewed,Uncharacterized protein,Mycobacterium bovis (strain BCG / Pasteur 1173P2),89,410289
A0A0H3M9L4,A0A0H3M9L4_MYCBP,unreviewed,Possible 8-amino-7-oxononanoate synthase bioF2 (EC 2.3.1.47),Mycobacterium bovis (strain BCG / Pasteur 1173P2),771,410289
A0A0H3M1P5,A0A0H3M1P5_MYCBP,unreviewed,Probable conserved lipoprotein lpqI,Mycobacterium bovis (strain BCG / Pasteur 1173P2),388,410289
A0A0H3M3C0,A0A0H3M3C0_MYCBP,unreviewed,Probable monooxygenase (EC 1.-.-.-),Mycobacterium bovis (strain BCG / Pasteur 1173P2),390,410289
A0A0H3M1P9,A0A0H3M1P9_MYCBP,unreviewed,Probable 3-oxoacyl-[acyl-carrier protein] reductase fabG4 (EC 1.1.1.100),Mycobacterium bovis (strain BCG / Pasteur 1173P2),454,410289
A0A0H3M725,A0A0H3M725_MYCBP,unreviewed,Glycine--tRNA ligase (EC 6.1.1.14) (Glycyl-tRNA synthetase) (GlyRS),Mycobacterium bovis (strain BCG / Pasteur 1173P2),463,410289
A0A0H3M869,A0A0H3M869_MYCBP,unreviewed,Possible alkyldihydroxyacetonephosphate synthase agpS (EC 2.5.1.26),Mycobacterium bovis (strain BCG / Pasteur 1173P2),527,410289
A0A0H3MBY6,A0A0H3MBY6_MYCBP,unreviewed,Putative two component transcriptional regulatory protein,Mycobacterium bovis (strain BCG / Pasteur 1173P2),234,410289
A0A0H3MDA4,A0A0H3MDA4_MYCBP,unreviewed,Uncharacterized protein,Mycobacterium bovis (strain BCG / Pasteur 1173P2),446,410289
A0A0H3MFV6,A0A0H3MFV6_MYCBP,unreviewed,Possible membrane protein,Mycobacterium bovis (strain BCG / Pasteur 1173P2),65,410289
A0A0H3MIB8,A0A0H3MIB8_MYCBP,unreviewed,Probable cytochrome P450 monooxygenase 142 cyp142b [second part] (EC 1.14.-.-),Mycobacterium bovis (strain BCG / Pasteur 1173P2),193,410289
A0A0H3MJA4,A0A0H3MJA4_MYCBP,unreviewed,Putative phosphotransferase (EC 2.7.-.-),Mycobacterium bovis (strain BCG / Pasteur 1173P2),251,410289
A0A0H3M2S3,A0A0H3M2S3_MYCBP,unreviewed,Phosphate import ATP-binding protein PstB (EC 3.6.3.27) (ABC phosphate transporter) (Phosphate-transporting ATPase),Mycobacterium bovis (strain BCG / Pasteur 1173P2),213,410289
A0A0H3MAE3,A0A0H3MAE3_MYCBP,unreviewed,Possible rna methyltransferase (EC 2.1.1.-),Mycobacterium bovis (strain BCG / Pasteur 1173P2),183,410289
A0A0H3M5J2,A0A0H3M5J2_MYCBP,unreviewed,Uncharacterized protein,Mycobacterium bovis (strain BCG / Pasteur 1173P2),182,410289
A0A0H3M839,A0A0H3M839_MYCBP,unreviewed,Uncharacterized protein,Mycobacterium bovis (strain BCG / Pasteur 1173P2),364,410289
A0A0H3MAT5,A0A0H3MAT5_MYCBP,unreviewed,Uncharacterized protein,Mycobacterium bovis (strain BCG / Pasteur 1173P2),160,410289
A0A0H3M2R3,A0A0H3M2R3_MYCBP,unreviewed,Divalent cation-transport integral membrane protein mntH,Mycobacterium bovis (strain BCG / Pasteur 1173P2),245,410289
A0A0H3MAN7,A0A0H3MAN7_MYCBP,unreviewed,DNA polymerase I polA (EC 2.7.7.7),Mycobacterium bovis (strain BCG / Pasteur 1173P2),904,410289
A0A0H3M872,A0A0H3M872_MYCBP,unreviewed,Conserved hypothetical proline rich protein,Mycobacterium bovis (strain BCG / Pasteur 1173P2),592,410289
A0A0H3MAJ9,A0A0H3MAJ9_MYCBP,unreviewed,Probable inositol-monophosphatase impA (EC 3.1.3.25),Mycobacterium bovis (strain BCG / Pasteur 1173P2),270,410289
A0A0H3ME62,A0A0H3ME62_MYCBP,unreviewed,Ribonuclease VapC (RNase VapC) (EC 3.1.-.-) (Toxin VapC),Mycobacterium bovis (strain BCG / Pasteur 1173P2),144,410289
A0A0H3M8B4,A0A0H3M8B4_MYCBP,unreviewed,Uncharacterized protein,Mycobacterium bovis (strain BCG / Pasteur 1173P2),238,410289
A0A0H3M8V2,A0A0H3M8V2_MYCBP,unreviewed,Probable NADH dehydrogenase I (Chain L) nuoL (EC 1.6.5.3),Mycobacterium bovis (strain BCG / Pasteur 1173P2),633,410289
A0A0H3MAG0,A0A0H3MAG0_MYCBP,unreviewed,Probable fatty-acid-CoA ligase fadD25 (EC 6.2.1.-),Mycobacterium bovis (strain BCG / Pasteur 1173P2),583,410289
A0A0H3MBY1,A0A0H3MBY1_MYCBP,unreviewed,Uncharacterized protein,Mycobacterium bovis (strain BCG / Pasteur 1173P2),199,410289
A0A0H3MDB6,A0A0H3MDB6_MYCBP,unreviewed,Probable peroxidoxin bcpB,Mycobacterium bovis (strain BCG / Pasteur 1173P2),154,410289
A0A0H3M7E5,A0A0H3M7E5_MYCBP,unreviewed,Probable transcriptional regulatory protein,Mycobacterium bovis (strain BCG / Pasteur 1173P2),406,410289
A0A0H3M7U6,A0A0H3M7U6_MYCBP,unreviewed,Conserved hypothetical cysteine rich protein,Mycobacterium bovis (strain BCG / Pasteur 1173P2),57,410289
A0A0H3MCJ2,A0A0H3MCJ2_MYCBP,unreviewed,Uncharacterized protein,Mycobacterium bovis (strain BCG / Pasteur 1173P2),217,410289
A0A0H3MCP5,A0A0H3MCP5_MYCBP,unreviewed,Possible dna glycosylase (EC 3.2.2.-),Mycobacterium bovis (strain BCG / Pasteur 1173P2),268,410289
A0A0H3MB61,A0A0H3MB61_MYCBP,unreviewed,Possible transcriptional regulatory protein,Mycobacterium bovis (strain BCG / Pasteur 1173P2),234,410289
A0A0H3M252,A0A0H3M252_MYCBP,unreviewed,Probable glutamine-binding lipoprotein glnH,Mycobacterium bovis (strain BCG / Pasteur 1173P2),328,410289
A0A0H3M655,A0A0H3M655_MYCBP,unreviewed,Uncharacterized protein,Mycobacterium bovis (strain BCG / Pasteur 1173P2),317,410289
A0A0H3M9L6,A0A0H3M9L6_MYCBP,unreviewed,Probable transcriptional regulator protein,Mycobacterium bovis (strain BCG / Pasteur 1173P2),486,410289
A0A0H3MAX4,A0A0H3MAX4_MYCBP,unreviewed,Uncharacterized protein,Mycobacterium bovis (strain BCG / Pasteur 1173P2),80,410289
A0A0H3MCS5,A0A0H3MCS5_MYCBP,unreviewed,Probable transcriptional regulatory protein (Probably tetR-family),Mycobacterium bovis (strain BCG / Pasteur 1173P2),215,410289
A0A0H3MHS7,A0A0H3MHS7_MYCBP,unreviewed,Uncharacterized protein,Mycobacterium bovis (strain BCG / Pasteur 1173P2),264,410289
A0A0H3M8N7,A0A0H3M8N7_MYCBP,unreviewed,Uncharacterized protein,Mycobacterium bovis (strain BCG / Pasteur 1173P2),299,410289
A0A0H3MAC7,A0A0H3MAC7_MYCBP,unreviewed,Probable transcriptional regulatory protein,Mycobacterium bovis (strain BCG / Pasteur 1173P2),268,410289
A0A0H3MBS4,A0A0H3MBS4_MYCBP,unreviewed,Uncharacterized protein,Mycobacterium bovis (strain BCG / Pasteur 1173P2),319,410289
A0A0H3MD77,A0A0H3MD77_MYCBP,unreviewed,Possible conserved transmembrane alanine and glycine rich protein,Mycobacterium bovis (strain BCG / Pasteur 1173P2),699,410289
A0A0H3MED4,A0A0H3MED4_MYCBP,unreviewed,mRNA interferase (EC 3.1.-.-),Mycobacterium bovis (strain BCG / Pasteur 1173P2),114,410289
A0A0H3M345,A0A0H3M345_MYCBP,unreviewed,Uncharacterized protein,Mycobacterium bovis (strain BCG / Pasteur 1173P2),254,410289
A0A0H3M383,A0A0H3M383_MYCBP,unreviewed,Uncharacterized protein,Mycobacterium bovis (strain BCG / Pasteur 1173P2),270,410289
A0A0H3M3C3,A0A0H3M3C3_MYCBP,unreviewed,Uncharacterized protein,Mycobacterium bovis (strain BCG / Pasteur 1173P2),189,410289
A0A0H3M3S0,A0A0H3M3S0_MYCBP,unreviewed,Pyrroline-5-carboxylate reductase (P5C reductase) (P5CR) (EC 1.5.1.2) (PCA reductase),Mycobacterium bovis (strain BCG / Pasteur 1173P2),295,410289
A0A0H3M9Q8,A0A0H3M9Q8_MYCBP,unreviewed,Uncharacterized protein,Mycobacterium bovis (strain BCG / Pasteur 1173P2),152,410289
A0A0H3M9W2,A0A0H3M9W2_MYCBP,unreviewed,Transcriptional regulatory protein (Probably araC/xylS-family),Mycobacterium bovis (strain BCG / Pasteur 1173P2),353,410289
A0A0H3MF49,A0A0H3MF49_MYCBP,unreviewed,Possible conserved lipoprotein lppH,Mycobacterium bovis (strain BCG / Pasteur 1173P2),237,410289
A0A0H3MAH3,A0A0H3MAH3_MYCBP,unreviewed,PPE family protein,Mycobacterium bovis (strain BCG / Pasteur 1173P2),479,410289
A0A0H3MF25,A0A0H3MF25_MYCBP,unreviewed,SURF1-like protein,Mycobacterium bovis (strain BCG / Pasteur 1173P2),271,410289
A0A0H3M2W4,A0A0H3M2W4_MYCBP,unreviewed,Possible L-fuculose phosphate aldolase fucA (EC 4.1.2.17),Mycobacterium bovis (strain BCG / Pasteur 1173P2),218,410289
A0A0H3MAU7,A0A0H3MAU7_MYCBP,unreviewed,Probable polyketide synthase pks17,Mycobacterium bovis (strain BCG / Pasteur 1173P2),502,410289
A0A0H3M6V3,A0A0H3M6V3_MYCBP,unreviewed,Probable cytochrome p450 144 CYP144 (EC 1.14.-.-),Mycobacterium bovis (strain BCG / Pasteur 1173P2),434,410289
A0A0H3M967,A0A0H3M967_MYCBP,unreviewed,Phosphoribosylglycinamide formyltransferase (EC 2.1.2.2) (5'-phosphoribosylglycinamide transformylase) (GAR transformylase) (GART),Mycobacterium bovis (strain BCG / Pasteur 1173P2),215,410289
A0A0H3MIM9,A0A0H3MIM9_MYCBP,unreviewed,PE family protein,Mycobacterium bovis (strain BCG / Pasteur 1173P2),94,410289
A0A0H3M8H9,A0A0H3M8H9_MYCBP,unreviewed,Low molecular weight protein antigen 6 cfp6,Mycobacterium bovis (strain BCG / Pasteur 1173P2),112,410289
A0A0H3MIY3,A0A0H3MIY3_MYCBP,unreviewed,Possible ligase (EC 6.-.-.-),Mycobacterium bovis (strain BCG / Pasteur 1173P2),413,410289
A0A0H3M1C0,A0A0H3M1C0_MYCBP,unreviewed,Uncharacterized protein,Mycobacterium bovis (strain BCG / Pasteur 1173P2),214,410289
A0A0H3M1J7,A0A0H3M1J7_MYCBP,unreviewed,RNA polymerase sigma factor,Mycobacterium bovis (strain BCG / Pasteur 1173P2),370,410289
A0A0H3M3B2,A0A0H3M3B2_MYCBP,unreviewed,Possible protein transport protein secE2,Mycobacterium bovis (strain BCG / Pasteur 1173P2),71,410289
A0A0H3MIP3,A0A0H3MIP3_MYCBP,unreviewed,Probable dipeptide-transport integral membrane protein ABC transporter dppB,Mycobacterium bovis (strain BCG / Pasteur 1173P2),308,410289
A0A0H3M4N4,A0A0H3M4N4_MYCBP,unreviewed,Uncharacterized protein,Mycobacterium bovis (strain BCG / Pasteur 1173P2),393,410289
A0A0H3M569,A0A0H3M569_MYCBP,unreviewed,Anthranilate synthase component 1 (EC 4.1.3.27),Mycobacterium bovis (strain BCG / Pasteur 1173P2),516,410289
A0A0H3M715,A0A0H3M715_MYCBP,unreviewed,Probable conserved integral membrane transport protein,Mycobacterium bovis (strain BCG / Pasteur 1173P2),523,410289
A0A0H3M7D1,A0A0H3M7D1_MYCBP,unreviewed,PE family protein,Mycobacterium bovis (strain BCG / Pasteur 1173P2),492,410289
A0A0H3M7L0,A0A0H3M7L0_MYCBP,unreviewed,Uncharacterized protein,Mycobacterium bovis (strain BCG / Pasteur 1173P2),93,410289
A0A0H3M8H2,A0A0H3M8H2_MYCBP,unreviewed,Ribonuclease VapC (RNase VapC) (EC 3.1.-.-) (Toxin VapC),Mycobacterium bovis (strain BCG / Pasteur 1173P2),133,410289
A0A0H3M8K2,A0A0H3M8K2_MYCBP,unreviewed,Possible sugar kinase (EC 2.7.-.-),Mycobacterium bovis (strain BCG / Pasteur 1173P2),302,410289
A0A0H3M9J3,A0A0H3M9J3_MYCBP,unreviewed,Uncharacterized protein,Mycobacterium bovis (strain BCG / Pasteur 1173P2),461,410289
A0A0H3M9U2,A0A0H3M9U2_MYCBP,unreviewed,Uncharacterized protein,Mycobacterium bovis (strain BCG / Pasteur 1173P2),386,410289
A0A0H3MBJ7,A0A0H3MBJ7_MYCBP,unreviewed,Uncharacterized protein,Mycobacterium bovis (strain BCG / Pasteur 1173P2),105,410289
A0A0H3MI09,A0A0H3MI09_MYCBP,unreviewed,Antitoxin,Mycobacterium bovis (strain BCG / Pasteur 1173P2),99,410289
A0A0H3M3X8,A0A0H3M3X8_MYCBP,unreviewed,Possible oxidoreductase (EC 1.-.-.-),Mycobacterium bovis (strain BCG / Pasteur 1173P2),378,410289
A0A0H3M661,A0A0H3M661_MYCBP,unreviewed,Probable ferredoxin fdxA,Mycobacterium bovis (strain BCG / Pasteur 1173P2),114,410289
A0A0H3M885,A0A0H3M885_MYCBP,unreviewed,Phosphate transporter,Mycobacterium bovis (strain BCG / Pasteur 1173P2),552,410289
A0A0H3MAY5,A0A0H3MAY5_MYCBP,unreviewed,Possible protease IV sppA (Endopeptidase IV) (EC 3.4.21.-),Mycobacterium bovis (strain BCG / Pasteur 1173P2),623,410289
A0A0H3M415,A0A0H3M415_MYCBP,unreviewed,Probable phoH-like protein phoH2,Mycobacterium bovis (strain BCG / Pasteur 1173P2),433,410289
A0A0H3M4D7,A0A0H3M4D7_MYCBP,unreviewed,Probable dehydrogenase/reductase (EC 1.1.1.-),Mycobacterium bovis (strain BCG / Pasteur 1173P2),295,410289
A0A0H3M7I3,A0A0H3M7I3_MYCBP,unreviewed,Possible transcriptional regulatory protein nadR (Probably asnC-family),Mycobacterium bovis (strain BCG / Pasteur 1173P2),323,410289
A0A0H3MCE0,A0A0H3MCE0_MYCBP,unreviewed,Probable serine acetyltransferase cysE (EC 2.3.1.30),Mycobacterium bovis (strain BCG / Pasteur 1173P2),229,410289
A0A0H3MBE3,A0A0H3MBE3_MYCBP,unreviewed,Diacylglycerol O-acyltransferase (EC 2.3.1.20),Mycobacterium bovis (strain BCG / Pasteur 1173P2),505,410289
A0A0H3M2G9,A0A0H3M2G9_MYCBP,unreviewed,Possible formate hydrogenlyase hycD (FHL) (EC 1.-.-.-),Mycobacterium bovis (strain BCG / Pasteur 1173P2),316,410289
A0A0H3M7K8,A0A0H3M7K8_MYCBP,unreviewed,Probable acyl-CoA dehydrogenase fadE5 (EC 1.3.99.-),Mycobacterium bovis (strain BCG / Pasteur 1173P2),611,410289
A0A0H3MEQ3,A0A0H3MEQ3_MYCBP,unreviewed,Probable conserved lipoprotein lppK,Mycobacterium bovis (strain BCG / Pasteur 1173P2),189,410289
A0A0H3MET8,A0A0H3MET8_MYCBP,unreviewed,Glutamate decarboxylase (EC 4.1.1.15),Mycobacterium bovis (strain BCG / Pasteur 1173P2),460,410289
A0A0H3M3B6,A0A0H3M3B6_MYCBP,unreviewed,Possible GTP-binding translation elongation factor typA,Mycobacterium bovis (strain BCG / Pasteur 1173P2),628,410289
A0A0H3M4T3,A0A0H3M4T3_MYCBP,unreviewed,Possible oxidoreductase (EC 1.-.-.-),Mycobacterium bovis (strain BCG / Pasteur 1173P2),288,410289
A0A0H3MB94,A0A0H3MB94_MYCBP,unreviewed,Probable short-chain type dehydrogenase (EC 1.-.-.-),Mycobacterium bovis (strain BCG / Pasteur 1173P2),286,410289
A0A0H3M3U1,A0A0H3M3U1_MYCBP,unreviewed,Diacylglycerol O-acyltransferase (EC 2.3.1.20),Mycobacterium bovis (strain BCG / Pasteur 1173P2),459,410289
A0A0H3M7H7,A0A0H3M7H7_MYCBP,unreviewed,mRNA interferase (EC 3.1.-.-),Mycobacterium bovis (strain BCG / Pasteur 1173P2),118,410289
A0A0H3MAQ0,A0A0H3MAQ0_MYCBP,unreviewed,Uncharacterized protein,Mycobacterium bovis (strain BCG / Pasteur 1173P2),336,410289
A0A0H3MCT9,A0A0H3MCT9_MYCBP,unreviewed,Probable bacterioferritin comigratory protein bcp,Mycobacterium bovis (strain BCG / Pasteur 1173P2),157,410289
A0A0H3MF33,A0A0H3MF33_MYCBP,unreviewed,Probable acyl-CoA dehydrogenase fadE31 (EC 1.3.99.-),Mycobacterium bovis (strain BCG / Pasteur 1173P2),377,410289
A0A0H3MIA6,A0A0H3MIA6_MYCBP,unreviewed,PE-PGRS family protein,Mycobacterium bovis (strain BCG / Pasteur 1173P2),1372,410289
A0A0H3M4F4,A0A0H3M4F4_MYCBP,unreviewed,Uncharacterized protein,Mycobacterium bovis (strain BCG / Pasteur 1173P2),242,410289
A0A0H3M5X5,A0A0H3M5X5_MYCBP,unreviewed,Possible glycerolphosphodiesterase,Mycobacterium bovis (strain BCG / Pasteur 1173P2),299,410289
A0A0H3M8Y0,A0A0H3M8Y0_MYCBP,unreviewed,Uncharacterized protein,Mycobacterium bovis (strain BCG / Pasteur 1173P2),403,410289
A0A0H3MFD7,A0A0H3MFD7_MYCBP,unreviewed,Uncharacterized protein,Mycobacterium bovis (strain BCG / Pasteur 1173P2),105,410289
A0A0H3MI19,A0A0H3MI19_MYCBP,unreviewed,Probable ribosomal-protein-alanine acetyltransferase rimI (EC 2.3.1.128),Mycobacterium bovis (strain BCG / Pasteur 1173P2),158,410289
A0A0H3M494,A0A0H3M494_MYCBP,unreviewed,Uncharacterized protein,Mycobacterium bovis (strain BCG / Pasteur 1173P2),84,410289
A0A0H3M794,A0A0H3M794_MYCBP,unreviewed,Uncharacterized protein,Mycobacterium bovis (strain BCG / Pasteur 1173P2),88,410289
A0A0H3M9X8,A0A0H3M9X8_MYCBP,unreviewed,Probable thioesterase tesA (EC 3.1.2.-),Mycobacterium bovis (strain BCG / Pasteur 1173P2),261,410289
A0A0H3MDT8,A0A0H3MDT8_MYCBP,unreviewed,ESAT-6-like protein,Mycobacterium bovis (strain BCG / Pasteur 1173P2),96,410289
A0A0H3M3H3,A0A0H3M3H3_MYCBP,unreviewed,Probable acyltransferase (EC 2.3.1.-),Mycobacterium bovis (strain BCG / Pasteur 1173P2),383,410289
A0A0H3M977,A0A0H3M977_MYCBP,unreviewed,Succinate dehydrogenase flavoprotein subunit (EC 1.3.5.1),Mycobacterium bovis (strain BCG / Pasteur 1173P2),590,410289
A0A0H3M6U9,A0A0H3M6U9_MYCBP,unreviewed,Uncharacterized protein,Mycobacterium bovis (strain BCG / Pasteur 1173P2),297,410289
A0A0H3MC59,A0A0H3MC59_MYCBP,unreviewed,Ferritin,Mycobacterium bovis (strain BCG / Pasteur 1173P2),181,410289
A0A0H3M9R7,A0A0H3M9R7_MYCBP,unreviewed,Possible multifunctional enzyme siroheme synthase cysG: uroporphyrin-iii c-methyltransferase + precorrin-2 oxidase + ferrochelatase (EC 1.-.-.-) (EC 2.1.1.107) (EC 4.99.1.-),Mycobacterium bovis (strain BCG / Pasteur 1173P2),405,410289
A0A0H3M511,A0A0H3M511_MYCBP,unreviewed,Uncharacterized protein,Mycobacterium bovis (strain BCG / Pasteur 1173P2),104,410289
A0A0H3MC63,A0A0H3MC63_MYCBP,unreviewed,Probable conserved transmembrane protein,Mycobacterium bovis (strain BCG / Pasteur 1173P2),109,410289
A0A0H3MIL8,A0A0H3MIL8_MYCBP,unreviewed,Probable conserved transmembrane protein,Mycobacterium bovis (strain BCG / Pasteur 1173P2),591,410289
A0A0H3M3W3,A0A0H3M3W3_MYCBP,unreviewed,ESAT-6-like protein,Mycobacterium bovis (strain BCG / Pasteur 1173P2),98,410289
A0A0H3M533,A0A0H3M533_MYCBP,unreviewed,Possible oxygenase (EC 1.-.-.-),Mycobacterium bovis (strain BCG / Pasteur 1173P2),839,410289
A0A0H3M7X1,A0A0H3M7X1_MYCBP,unreviewed,Probable transposase,Mycobacterium bovis (strain BCG / Pasteur 1173P2),459,410289
A0A0H3M9G6,A0A0H3M9G6_MYCBP,unreviewed,Cyclopropane-fatty-acyl-phospholipid synthase 1 cmaA1 (EC 2.1.1.79),Mycobacterium bovis (strain BCG / Pasteur 1173P2),287,410289
A0A0H3MBA3,A0A0H3MBA3_MYCBP,unreviewed,Uncharacterized protein,Mycobacterium bovis (strain BCG / Pasteur 1173P2),147,410289
A0A0H3MBS7,A0A0H3MBS7_MYCBP,unreviewed,Uncharacterized protein,Mycobacterium bovis (strain BCG / Pasteur 1173P2),76,410289
A0A0H3MFC2,A0A0H3MFC2_MYCBP,unreviewed,PPE family protein,Mycobacterium bovis (strain BCG / Pasteur 1173P2),468,410289
A0A0H3M454,A0A0H3M454_MYCBP,unreviewed,Transcription termination/antitermination protein NusG,Mycobacterium bovis (strain BCG / Pasteur 1173P2),238,410289
A0A0H3M7R3,A0A0H3M7R3_MYCBP,unreviewed,Uncharacterized protein,Mycobacterium bovis (strain BCG / Pasteur 1173P2),122,410289
A0A0H3M9L8,A0A0H3M9L8_MYCBP,unreviewed,Possible resolvase,Mycobacterium bovis (strain BCG / Pasteur 1173P2),193,410289
A0A0H3MBV7,A0A0H3MBV7_MYCBP,unreviewed,Uncharacterized protein,Mycobacterium bovis (strain BCG / Pasteur 1173P2),319,410289
A0A0H3MEK6,A0A0H3MEK6_MYCBP,unreviewed,Probable cobalamin biosynthesis protein CobN,Mycobacterium bovis (strain BCG / Pasteur 1173P2),1194,410289
A0A0H3M4K4,A0A0H3M4K4_MYCBP,unreviewed,Uncharacterized protein,Mycobacterium bovis (strain BCG / Pasteur 1173P2),278,410289
A0A0H3MAN4,A0A0H3MAN4_MYCBP,unreviewed,Phosphate transporter,Mycobacterium bovis (strain BCG / Pasteur 1173P2),417,410289
A0A0H3ME14,A0A0H3ME14_MYCBP,unreviewed,Uncharacterized protein,Mycobacterium bovis (strain BCG / Pasteur 1173P2),116,410289
A0A0H3M3P8,A0A0H3M3P8_MYCBP,unreviewed,Uncharacterized protein,Mycobacterium bovis (strain BCG / Pasteur 1173P2),83,410289
A0A0H3M6T5,A0A0H3M6T5_MYCBP,unreviewed,Uncharacterized protein,Mycobacterium bovis (strain BCG / Pasteur 1173P2),75,410289
A0A0H3M7P0,A0A0H3M7P0_MYCBP,unreviewed,Probable protoporphyrinogen oxidase hemY (EC 1.3.3.4),Mycobacterium bovis (strain BCG / Pasteur 1173P2),452,410289
A0A0H3MAZ7,A0A0H3MAZ7_MYCBP,unreviewed,Poly(A) polymerase pcnA (EC 2.7.7.19),Mycobacterium bovis (strain BCG / Pasteur 1173P2),480,410289
A0A0H3MC44,A0A0H3MC44_MYCBP,unreviewed,Uncharacterized protein,Mycobacterium bovis (strain BCG / Pasteur 1173P2),309,410289
A0A0H3MEX1,A0A0H3MEX1_MYCBP,unreviewed,Possible conserved protein cpsA,Mycobacterium bovis (strain BCG / Pasteur 1173P2),512,410289
A0A0H3MBA7,A0A0H3MBA7_MYCBP,unreviewed,Uncharacterized protein,Mycobacterium bovis (strain BCG / Pasteur 1173P2),378,410289
A0A0H3MCQ7,A0A0H3MCQ7_MYCBP,unreviewed,Uncharacterized protein,Mycobacterium bovis (strain BCG / Pasteur 1173P2),107,410289
A0A0H3M0U3,A0A0H3M0U3_MYCBP,unreviewed,Conserved hypothetical integral membrane protein yrbE1B,Mycobacterium bovis (strain BCG / Pasteur 1173P2),289,410289
A0A0H3M7H1,A0A0H3M7H1_MYCBP,unreviewed,Probable conserved lipoprotein lppV,Mycobacterium bovis (strain BCG / Pasteur 1173P2),187,410289
A0A0H3M2I0,A0A0H3M2I0_MYCBP,unreviewed,Probable conserved integral membrane protein,Mycobacterium bovis (strain BCG / Pasteur 1173P2),449,410289
A0A0H3M4C2,A0A0H3M4C2_MYCBP,unreviewed,PE family protein,Mycobacterium bovis (strain BCG / Pasteur 1173P2),110,410289
A0A0H3M5E4,A0A0H3M5E4_MYCBP,unreviewed,Probable transcriptional regulatory protein,Mycobacterium bovis (strain BCG / Pasteur 1173P2),201,410289
A0A0H3MH93,A0A0H3MH93_MYCBP,unreviewed,PPE family protein,Mycobacterium bovis (strain BCG / Pasteur 1173P2),633,410289
A0A0H3MJ98,A0A0H3MJ98_MYCBP,unreviewed,PE-PGRS family protein,Mycobacterium bovis (strain BCG / Pasteur 1173P2),504,410289
A0A0H3M2Y8,A0A0H3M2Y8_MYCBP,unreviewed,Probable acyl-CoA dehydrogenase fadE6 (EC 1.3.99.-),Mycobacterium bovis (strain BCG / Pasteur 1173P2),731,410289
A0A0H3M9A5,A0A0H3M9A5_MYCBP,unreviewed,Uncharacterized protein,Mycobacterium bovis (strain BCG / Pasteur 1173P2),333,410289
A0A0H3MJC3,A0A0H3MJC3_MYCBP,unreviewed,Uncharacterized protein,Mycobacterium bovis (strain BCG / Pasteur 1173P2),116,410289
A0A0H3M151,A0A0H3M151_MYCBP,unreviewed,Uncharacterized protein,Mycobacterium bovis (strain BCG / Pasteur 1173P2),101,410289
A0A0H3M5E8,A0A0H3M5E8_MYCBP,unreviewed,Probable F420 biosynthesis protein fbiC,Mycobacterium bovis (strain BCG / Pasteur 1173P2),856,410289
A0A0H3M8A8,A0A0H3M8A8_MYCBP,unreviewed,Uncharacterized protein,Mycobacterium bovis (strain BCG / Pasteur 1173P2),291,410289
A0A0H3MA90,A0A0H3MA90_MYCBP,unreviewed,Probable protease (EC 3.4.-.-),Mycobacterium bovis (strain BCG / Pasteur 1173P2),461,410289
A0A0H3MEP2,A0A0H3MEP2_MYCBP,unreviewed,Error-prone DNA polymerase (EC 2.7.7.7),Mycobacterium bovis (strain BCG / Pasteur 1173P2),1079,410289
A0A0H3MD52,A0A0H3MD52_MYCBP,unreviewed,Probable conserved polyketide synthase associated protein papA4,Mycobacterium bovis (strain BCG / Pasteur 1173P2),165,410289
A0A0H3M3G7,A0A0H3M3G7_MYCBP,unreviewed,Uncharacterized protein,Mycobacterium bovis (strain BCG / Pasteur 1173P2),209,410289
A0A0H3M8D8,A0A0H3M8D8_MYCBP,unreviewed,Uncharacterized protein,Mycobacterium bovis (strain BCG / Pasteur 1173P2),429,410289
A0A0H3M8U6,A0A0H3M8U6_MYCBP,unreviewed,Uncharacterized protein,Mycobacterium bovis (strain BCG / Pasteur 1173P2),86,410289
A0A0H3M9H7,A0A0H3M9H7_MYCBP,unreviewed,Uncharacterized protein,Mycobacterium bovis (strain BCG / Pasteur 1173P2),106,410289
A0A0H3MFG0,A0A0H3MFG0_MYCBP,unreviewed,Conserved hypothetical proline rich protein,Mycobacterium bovis (strain BCG / Pasteur 1173P2),129,410289
A0A0H3MAA6,A0A0H3MAA6_MYCBP,unreviewed,Probable esterase lipO (EC 3.1.-.-),Mycobacterium bovis (strain BCG / Pasteur 1173P2),420,410289
A0A0H3ME67,A0A0H3ME67_MYCBP,unreviewed,Uncharacterized protein,Mycobacterium bovis (strain BCG / Pasteur 1173P2),206,410289
A0A0H3MD65,A0A0H3MD65_MYCBP,unreviewed,Polyphosphate glucokinase ppgK (EC 2.7.1.63),Mycobacterium bovis (strain BCG / Pasteur 1173P2),265,410289
A0A0H3M2H1,A0A0H3M2H1_MYCBP,unreviewed,Uncharacterized protein,Mycobacterium bovis (strain BCG / Pasteur 1173P2),405,410289
A0A0H3M5S5,A0A0H3M5S5_MYCBP,unreviewed,Conserved hypothetical membrane protein,Mycobacterium bovis (strain BCG / Pasteur 1173P2),455,410289
A0A0H3M8R4,A0A0H3M8R4_MYCBP,unreviewed,Possible transcriptional regulatory protein embR2,Mycobacterium bovis (strain BCG / Pasteur 1173P2),381,410289
A0A0H3MFY3,A0A0H3MFY3_MYCBP,unreviewed,Uncharacterized protein,Mycobacterium bovis (strain BCG / Pasteur 1173P2),276,410289
