NP_055045.2,signal recognition particle subunit SRP68 isoform 1,Q9UHB9
NP_008878.3,signal recognition particle subunit SRP72 isoform 1,O76094;V9HWK0
NP_000692.2,sodium/potassium-transporting ATPase subunit alpha-1 isoform a,P05023
NP_003118.2,"spectrin alpha chain, non-erythrocytic 1 isoform 2",Q13813
NP_004631.1,spliceosome RNA helicase DDX39B,A0A024RCM3;Q13838
NP_036565.2,splicing factor 3B subunit 1 isoform 1,B4DGZ4;O75533
NP_006833.2,splicing factor 3B subunit 2,Q13435
NP_005841.1,splicing factor 3B subunit 4,B3KUJ0;Q15427
NP_005057.1,"splicing factor, proline- and glutamine-rich",P23246;Q86VG2
NP_004125.3,"stress-70 protein, mitochondrial precursor",P38646
NP_006297.2,structural maintenance of chromosomes protein 1A isoform 1,Q14683;Q68EN4
NP_031401.1,TAR DNA-binding protein 43,A0A024R4E2;Q13148;Q9H256
NP_110379.2,T-complex protein 1 subunit alpha isoform a,P17987
NP_006422.1,T-complex protein 1 subunit beta isoform 1,P78371;V9HW96
NP_006421.2,T-complex protein 1 subunit delta isoform a,P50991
NP_001075019.1,THO complex subunit 2,Q8NI27
NP_005773.3,THO complex subunit 4,E9PB61;Q86V81
NP_005753.1,transcription intermediary factor 1-beta,Q13263
NP_006000.2,tubulin alpha-1A chain isoform 1,Q71U36
NP_005991.1,tubulin alpha-4A chain isoform 1,P68366
NP_005137.1,U4/U6.U5 tri-snRNP-associated protein 1,O43290
NP_054733.2,U5 small nuclear ribonucleoprotein 200 kDa helicase,O75643
NP_057479.2,very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 3,Q9P035
NP_006169.2,vesicle-fusing ATPase,P46459
NP_003371.2,vimentin,P08670;V9HWE1
NP_004682.2,V-type proton ATPase subunit d 1,P61421
NP_057191.2,zinc finger RNA-binding protein,Q05D65;Q96KR1
NP_000367.1,vitamin D3 receptor isoform VDRA,F1D8P8;P11473
NP_003552.1,group 10 secretory phospholipase A2 preproprotein,O15496
NP_065390.1,NF-kappa-B inhibitor alpha,P25963
NP_066024.1,cytosolic beta-glucosidase isoform a,A8K9N1;Q9H227
NP_000143.2,lysosomal alpha-glucosidase preproprotein,P10253
NP_938148.1,neutral alpha-glucosidase AB isoform 2 precursor,Q14697;V9HWJ0
NP_937784.2,neutral alpha-glucosidase C isoform 1,Q8TET4
NP_065995.1,non-lysosomal glucosylceramidase isoform 1,Q9HCG7
NP_056007.1,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-1 isoform a",Q9NQ66
NP_004564.2,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-2 isoform 1",Q00722;Q59F77
NP_000923.1,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-3 isoform 1",Q01970
NP_000924.3,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-4 isoform a",Q15147
NP_006216.2,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-1 isoform 2",A8K8F9;P51178
NP_588614.1,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-3",Q8N3E9
NP_116115.1,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-4",Q9BRC7
NP_057425.3,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase epsilon-1 isoform 1",Q9P212
NP_055811.1,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase eta-1 isoform b",Q4KWH8
NP_055453.2,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase eta-2 isoform 1",O75038
NP_002651.2,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-1 isoform a",P19174;Q4LE43;Q9UFY1
NP_002652.2,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-2",P16885
NP_149114.2,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase zeta-1 isoform 1",A0A140VJR9;Q86YW0
NP_002725.1,cAMP-dependent protein kinase type I-alpha regulatory subunit isoform a,B2R5T5;P10644
NP_004148.1,cAMP-dependent protein kinase type II-alpha regulatory subunit isoform a,A0A024R2W3;P13861
NP_004750.1,MAP kinase-activated protein kinase 2 isoform 1,P49137
NP_001306.1,mitogen-activated protein kinase 14 isoform 1,L7RSM2;Q16539
NP_001781.2,M-phase inducer phosphatase 3 isoform a,P30307
NP_612153.2,pre T-cell antigen receptor alpha isoform 2 precursor,Q6ISU1
NP_006817.1,14-3-3 protein theta,P27348
NP_002806.2,26S proteasome non-ATPase regulatory subunit 11,O00231
NP_002802.2,26S proteasome non-ATPase regulatory subunit 7,P51665
NP_057631.1,45 kDa calcium-binding protein isoform 1 precursor,A0A024R0A9;Q9BRK5
NP_005150.1,"actin, alpha cardiac muscle 1 precursor",B3KPP5;P68032
NP_001091.1,"actin, alpha skeletal muscle",P68133
NP_001604.1,"actin, aortic smooth muscle",D2JYH4;P62736
NP_001605.1,"actin, cytoplasmic 2",P63261
NP_001606.1,"actin, gamma-enteric smooth muscle isoform 1 precursor",P63267
NP_001125.1,alpha-fetoprotein precursor,P02771
NP_004030.1,annexin A2 isoform 2,A0A024R5Z7;P07355
NP_000032.1,apolipoprotein E isoform b precursor,A0A0S2Z3D5;P02649
NP_620116.1,apoptosis regulator BAX isoform alpha,Q07812
NP_006418.2,apoptosis regulatory protein Siva isoform 1,O15304
NP_005520.4,basement membrane-specific heparan sulfate proteoglycan core protein isoform b precursor,P98160
NP_004313.1,bcl2-associated agonist of cell death,A0A024R562;Q92934
NP_001182.1,bcl-2-like protein 1 isoform Bcl-X(S),Q5TE63;Q07817
NP_001700.2,brain-derived neurotrophic factor isoform a preproprotein,A0A0E3SU01;P23560
NP_001276.2,calcium-activated chloride channel regulator 1 precursor,A8K7I4
NP_006527.1,calcium-activated chloride channel regulator 2 preproprotein,Q9UQC9
NP_036260.2,calcium-activated chloride channel regulator 4 precursor,Q14CN2
NP_002238.2,calcium-activated potassium channel subunit alpha-1 isoform b,Q12791
NP_005823.1,calcium-activated potassium channel subunit beta-2,B7Z513;Q9Y691
NP_741979.1,calcium-activated potassium channel subunit beta-3 isoform a,Q9NPA1
NP_055320.4,calcium-activated potassium channel subunit beta-4,Q86W47
NP_004353.1,calmegin precursor,A0A140VKG2;O14967
NP_004334.1,calreticulin precursor,P27797;V9HW88
NP_001210.1,calumenin isoform a precursor,B3KQF5;O43852;Q6IAW5
NP_057167.2,cannabinoid receptor 1 isoform a,S5TLS4;P21554
NP_001832.1,cannabinoid receptor 2,A0A024RAH7;P34972
NP_150634.1,caspase-1 isoform alpha precursor,P29466
NP_002973.1,C-C motif chemokine 2 precursor,P13500
NP_002974.1,C-C motif chemokine 3 precursor,A0N0R1;P10147
NP_002975.1,C-C motif chemokine 4 precursor,P13236
NP_001233.1,CD27 antigen precursor,P26842
NP_000602.1,CD59 glycoprotein preproprotein,P13987;Q6FHM9
NP_000537.3,cellular tumor antigen p53 isoform a,K7PPA8;P04637;Q53GA5
NP_004063.1,chemokine-like receptor 1 isoform b,Q99788
NP_005474.2,chromatin assembly factor 1 subunit A,Q13111
NP_001298.3,claudin-7 isoform 1 precursor,O95471
NP_005498.1,cofilin-1,P23528;V9HWI5
NP_068733.1,cofilin-2 isoform 1,Q549N0;Q9Y281
NP_000565.1,complement decay-accelerating factor isoform 1 preproprotein,P08174
NP_000177.2,complement factor H isoform a precursor,A0A024R962;P08603
NP_000388.2,cytochrome b-245 heavy chain,A0A0S2Z3S6;P04839
NP_000764.1,cytochrome P450 2E1 precursor,P05181
NP_001058.2,DNA topoisomerase 2-alpha,P11388
NP_057390.1,dnaJ homolog subfamily B member 11 precursor,Q9UBS4
NP_919442.1,E3 ubiquitin-protein ligase RNF126,A0A024R206;A8K0Q1;Q9BV68
NP_001034437.1,EGF-containing fibulin-like extracellular matrix protein 1 precursor,A0A0S2Z4F1;B2R6M6;Q12805
NP_057421.1,ena/VASP-like protein isoform 1,Q9UI08
NP_057303.2,"endoplasmic reticulum mannosyl-oligosaccharide 1,2-alpha-mannosidase",Q9UKM7
NP_055866.1,endoplasmic reticulum resident protein 44 precursor,Q9BS26
NP_079467.3,ER degradation-enhancing alpha-mannosidase-like protein 3 isoform 2 precursor,A0A024R931;Q9BZQ6
NP_001428.1,estrogen receptor beta isoform 1,Q7LCB3;Q92731
NP_000116.2,estrogen receptor isoform 1,G4XH65;P03372
NP_004162.2,excitatory amino acid transporter 2 isoform 1,P43004
NP_001997.5,fibroblast growth factor 2,A0A087WUF6;P09038
NP_002046.1,glial fibrillary acidic protein isoform 1,K7EMP8;P14136
NP_002734.2,glucosidase 2 subunit beta isoform 1 precursor,P14314
NP_002084.2,glycogen synthase kinase-3 beta isoform 1,P49841
NP_005270.2,G-protein coupled receptor 1,P46091
NP_005281.1,G-protein coupled receptor 15,B2R8H6;B6V9G9;P49685
NP_008879.3,heat shock 70 kDa protein 13 precursor,A0A140VK72;P48723
NP_002146.2,heat shock 70 kDa protein 6,B3KSM6;P17066
NP_006635.2,heat shock protein 105 kDa isoform 1,A0A024RDS1;Q92598
NP_003520.1,histone H3.1,P68431
NP_006111.2,"HLA class II histocompatibility antigen, DM alpha chain precursor",Q31604;Q6ICR9
NP_002109.2,"HLA class II histocompatibility antigen, DM beta chain precursor",A0A1V0E3P2;P28068
NP_002110.1,"HLA class II histocompatibility antigen, DO alpha chain precursor",A0A1V0E3M7;A0A1V0E3N1;A0A1V0E3N3;A0A1V0E3N6;A0A1V0E3N7;A0A1V0E3P0;A0A1V0E3P1;A0A1V0E3P3;A0A1V0E3P6;A0A1V0E3P8;A0A1V0E3P9;A0A1V0E3Q1;A0A1V0E3Q2;A0A1V0E3Q3;A0A1V0E3Q4;A0A1V0E3Q5;A0A1V0E3Q6;A0A1V0E3Q7;A0A1V0E3Q8;A0A1V0E3R0;A0A1V0E3R3;A0A1V0E3R4;A0A1V0E3R6;A0A1V0E3R8;A0A1V0E3S0;A0A1V0E3S4;A0A1V0E3S6;A0A1V0E3S7;A0A1V0E3T1;P06340;X5CF87
NP_002111.1,"HLA class II histocompatibility antigen, DO beta chain precursor",P13765;Q5QNS2
NP_291032.2,"HLA class II histocompatibility antigen, DP alpha 1 chain precursor",P20036;X5CKE2
NP_002112.3,"HLA class II histocompatibility antigen, DP beta 1 chain precursor",I4EC15;P04440
NP_002113.2,"HLA class II histocompatibility antigen, DQ alpha 1 chain precursor",A0A173ADG5;P01909;Q8MH44
NP_064440.1,"HLA class II histocompatibility antigen, DQ alpha 2 chain precursor",P01906;Q76NI6
NP_002114.3,"HLA class II histocompatibility antigen, DQ beta 1 chain isoform 1 precursor",P01920;Q5Y7A9;Q5Y7D6
NP_001185787.1,"HLA class II histocompatibility antigen, DQ beta 2 chain isoform 2 precursor",P05538
NP_061984.2,"HLA class II histocompatibility antigen, DR alpha chain precursor",A0A0G2JMH6;P01903
NP_006380.1,hypoxia up-regulated protein 1 precursor,B3KXH0;B7Z766;Q6IN67;Q9Y4L1
NP_001521.1,hypoxia-inducible factor 1-alpha isoform 1,D0VY79;Q16665
NP_002196.4,integrin alpha-5 precursor,B2R627;P08648
NP_002200.2,integrin alpha-L isoform a precursor,B2RAL6;P20701
NP_000623.2,integrin alpha-M isoform 2 precursor,P11215
NP_002201.1,integrin alpha-V isoform 1 preproprotein,P06756
NP_000878.2,integrin alpha-X isoform 2 precursor,P20702
NP_002202.2,integrin beta-1 isoform 1A precursor,P05556
NP_000202.3,integrin beta-2 isoform 1 precursor,P05107
NP_000203.2,integrin beta-3 precursor,P05106
NP_002204.2,integrin beta-5 precursor,L7RT22;P18084
NP_000879.2,integrin beta-6 isoform a precursor,P18564
NP_002153.2,intercellular adhesion molecule 3 isoform 1 precursor,A0A024R7C1;P32942
NP_008831.3,interferon alpha-1/13 precursor,A0A087WWS6;P01562
NP_002162.1,interferon alpha-10 precursor,P01566
NP_002163.2,interferon alpha-14 precursor,P01570
NP_002164.1,interferon alpha-16 precursor,P05015
NP_067091.1,interferon alpha-17 precursor,P01571
NP_000596.2,interferon alpha-2 precursor,P01563
NP_002166.2,interferon alpha-21 precursor,P01568
NP_066546.1,interferon alpha-4 precursor,P05014
NP_002160.1,interferon alpha-5 precursor,P01569
NP_066282.1,interferon alpha-6 precursor,P05013
NP_066401.2,interferon alpha-7 precursor,P01567
NP_002161.2,interferon alpha-8 precursor,P32881
NP_000610.2,interferon gamma precursor,P01579
NP_006426.2,interferon-induced transmembrane protein 2,Q01629
NP_066362.2,interferon-induced transmembrane protein 3,Q01628
NP_000566.3,interleukin-1 alpha precursor,P01583
NP_000577.2,interleukin-2 precursor,P60568;Q0GK43
NP_057668.1,interleukin-23 subunit alpha precursor,Q9NPF7
NP_000580.1,interleukin-4 isoform 1 precursor,D4HNR6;P05112
NP_000871.1,interleukin-7 isoform 1 precursor,A8K673;P13232
NP_002241.1,intermediate conductance calcium-activated potassium channel protein 4,O15554
NP_002412.1,interstitial collagenase isoform 1 preproprotein,P03956;Q53G95
NP_000903.2,kappa-type opioid receptor isoform 1,P41145
NP_002300.1,leukemia inhibitory factor isoform 1 precursor,P15018
NP_003114.1,leukosialin precursor,A0A024R629;P16150
NP_002305.1,LIM domain kinase 1 isoform 1,P53667
NP_005560.1,LIM domain kinase 2 isoform 2a,A0A024R1H6;P53671
NP_000518.1,low-density lipoprotein receptor isoform 1 precursor,A0A024R7D5;P01130
NP_001770.1,lymphocyte function-associated antigen 3 isoform 1,P19256
NP_002986.1,lymphotactin precursor,P47992
NP_115497.4,magnesium transporter protein 1,A0A087WU53;Q9H0U3
NP_002115.2,"major histocompatibility complex, class II, DR beta 1 precursor",D7RIH8;P01911;Q29974;X5DNQ0
NP_072049.2,"major histocompatibility complex, class II, DR beta 3 precursor",P79483
NP_068818.4,"major histocompatibility complex, class II, DR beta 4 precursor",P13762;X5D2U9
NP_002116.2,"major histocompatibility complex, class II, DR beta 5 precursor",Q30154
NP_612427.2,MAPK regulated corepressor interacting protein 2 isoform 1,Q9BUT9
NP_004985.2,matrix metalloproteinase-9 preproprotein,P14780
NP_002410.1,mitogen-activated protein kinase kinase kinase 11,A0A024R5E6;Q16584
NP_005895.1,mothers against decapentaplegic homolog 7 isoform 1,O15105
NP_004243.1,Na(+)/H(+) exchange regulatory cofactor NHE-RF1,O14745
NP_058627.1,NADPH oxidase 4 isoform a,Q9NPH5
NP_002846.3,nectin-1 isoform 1 precursor,Q15223
NP_001453.1,N-formyl peptide receptor 2,A0A024R4P3;P25090
NP_000611.1,"nitric oxide synthase, brain isoform 1",A0PJJ7;B3VK56;B4DG68;P29475
NP_112493.2,nucleoporin SEH1 isoform 2,Q96EE3
NP_002549.1,P2X purinoceptor 1,P51575
NP_002553.3,P2X purinoceptor 7,Q99572
NP_056183.2,pannexin-1,A0A024R397;Q96RD7
NP_004388.2,probable ATP-dependent RNA helicase DDX6,P26196
NP_004504.3,pro-interleukin-16 isoform 1,Q14005;Q9UME6
NP_004190.1,prolyl 4-hydroxylase subunit alpha-2 isoform 1 precursor,O15460
NP_000953.2,prostaglandin G/H synthase 1 isoform 1 precursor,P23219
NP_000954.1,prostaglandin G/H synthase 2 precursor,P35354
NP_002789.1,proteasome subunit beta type-6 isoform 1 precursor,P28072;Q6IAT9
NP_031385.2,protein CASC3,O15234
NP_002728.1,protein kinase C alpha type,P17252;Q7Z727
NP_997700.1,protein kinase C beta type isoform 1,P05771
NP_006245.2,protein kinase C delta type,A0A024R328;Q05655
NP_005391.1,protein kinase C epsilon type,L7RTI5;Q02156
NP_006246.2,protein kinase C eta type,P24723
NP_002730.1,protein kinase C gamma type isoform 2,P05129
NP_002731.4,protein kinase C iota type,P41743
NP_006248.1,protein kinase C theta type isoform 1,Q04759
NP_002735.3,protein kinase C zeta type isoform 1,Q05513
NP_689557.1,protein LSM12 homolog,Q3MHD2
NP_055518.1,protein VPRBP isoform 1,Q9Y4B6
NP_004604.2,protein-glutamine gamma-glutamyltransferase 2 isoform a,P21980;V9HWG3
NP_003232.2,protein-glutamine gamma-glutamyltransferase 4,P49221
NP_963925.2,protein-glutamine gamma-glutamyltransferase 5 isoform 1,B4DPS8;O43548
NP_945345.2,protein-glutamine gamma-glutamyltransferase 6 isoform 1,O95932
NP_003236.3,protein-glutamine gamma-glutamyltransferase E,Q08188
NP_000350.1,protein-glutamine gamma-glutamyltransferase K,P22735
NP_443187.1,protein-glutamine gamma-glutamyltransferase Z,Q96PF1
NP_003587.1,protein-tyrosine sulfotransferase 1,A0A024RDK9;O60507
NP_003586.3,protein-tyrosine sulfotransferase 2 precursor,A0A024R1G9;O60704
NP_005243.1,proto-oncogene c-Fos,P01100;Q6FG41
NP_002871.1,RAF proto-oncogene serine/threonine-protein kinase,L7RRS6;P04049
NP_005745.1,ras GTPase-activating protein-binding protein 1,Q13283;Q5U0Q1;Q6ZP53
NP_036429.2,ras GTPase-activating protein-binding protein 2 isoform a,A0A024RDE5;Q9UN86
NP_002827.1,receptor-type tyrosine-protein phosphatase alpha isoform 1 precursor,P18433
NP_002828.3,receptor-type tyrosine-protein phosphatase beta isoform b precursor,P23467
NP_002829.3,receptor-type tyrosine-protein phosphatase C isoform 1 precursor,A0A0A0MT22;P08575
NP_109592.1,receptor-type tyrosine-protein phosphatase O isoform a precursor,Q16827
NP_002893.1,reticulocalbin-2 isoform a precursor,Q14257
NP_005397.1,rho-associated protein kinase 1,Q13464
NP_004841.2,rho-associated protein kinase 2 isoform 1,O75116;Q14DU5
NP_002932.1,roundabout homolog 1 isoform a precursor,Q9Y6N7
NP_000296.2,serum paraoxonase/arylesterase 2 isoform 1,A0A0J9YYG4;Q15165
NP_002239.2,small conductance calcium-activated potassium channel protein 1,Q92952
NP_067627.2,small conductance calcium-activated potassium channel protein 2 isoform a,Q9H2S1
NP_002240.3,small conductance calcium-activated potassium channel protein 3 isoform a,A0A0A0MQW9;Q9UGI6
NP_954637.1,stromal cell-derived factor 1 isoform alpha precursor,P48061
NP_008854.2,stromal cell-derived factor 2 precursor,Q6IBU4;Q99470
NP_071327.2,stromal cell-derived factor 2-like protein 1 precursor,Q9HCN8
NP_002413.1,stromelysin-1 preproprotein,P08254
NP_056226.2,sulfatase-modifying factor 2 isoform b precursor,Q8NBJ7
NP_006130.1,T-cell-specific surface glycoprotein CD28 isoform 1 precursor,P10747
NP_055908.1,TGF-beta-activated kinase 1 and MAP3K7-binding protein 2 isoform a,Q9NYJ8
NP_110437.2,thioredoxin domain-containing protein 5 isoform 1 precursor,Q8NBS9
NP_000104.1,torsin-1A precursor,B3KPA1;O14656
NP_002219.1,transcription factor AP-1,P05412
NP_068810.3,transcription factor p65 isoform 1,Q04206
NP_003111.2,transcription factor PU.1 isoform 2,P17947
NP_001655.1,transforming protein RhoA isoform 1 precursor,A0A024R324;P61586;Q9BVT0
NP_077310.1,transmembrane protein 43,A0A024R2F9;Q9BTV4
NP_000585.2,tumor necrosis factor,P01375;Q5STB3
NP_003801.1,tumor necrosis factor ligand superfamily member 10 isoform 1,P50591;Q6IBA9
NP_000630.1,tumor necrosis factor ligand superfamily member 6 isoform 1,P48023;Q53ZZ1
NP_001057.1,tumor necrosis factor receptor superfamily member 1B precursor,P20333
NP_000034.1,tumor necrosis factor receptor superfamily member 6 isoform 1 precursor,P25445
NP_005347.3,tyrosine-protein kinase Lck isoform a,A0A0S2Z3Y8;P06239
NP_001070.2,tyrosine-protein kinase ZAP-70 isoform 1,P43403
NP_000629.3,vitronectin precursor,D9ZGG2;P04004
NP_002449.2,mucin-5B precursor,Q9HC84
NP_002399.1,"alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase",Q10469
NP_002363.2,alpha-mannosidase 2,Q16706
NP_006706.2,alpha-mannosidase 2C1 isoform 1,A0A140VJN9;Q9NTJ4
NP_006113.2,alpha-mannosidase 2x isoform 1,P49641
NP_005899.3,beta-mannosidase precursor,O00462
NP_001901.1,cathepsin E isoform a preproprotein,P14091
NP_056089.1,epididymis-specific alpha-mannosidase isoform 1 precursor,Q9Y2E5
NP_775872.1,glucoside xylosyltransferase 1 isoform 1,Q4G148
NP_653270.1,glycosyltransferase 1 domain-containing protein 1 precursor,Q96MS3
NP_892019.2,glycosyltransferase 6 domain-containing protein 1 precursor,Q7Z4J2
NP_060916.1,glycosyltransferase 8 domain-containing protein 1,A0A024R313;Q68CQ7
NP_112592.1,glycosyltransferase 8 domain-containing protein 2 precursor,Q9H1C3
NP_000519.2,lysosomal alpha-mannosidase isoform 1 precursor,O00754
NP_005898.2,"mannosyl-oligosaccharide 1,2-alpha-mannosidase IA",P33908
NP_006690.1,"mannosyl-oligosaccharide 1,2-alpha-mannosidase IB",O60476
NP_065112.1,"mannosyl-oligosaccharide 1,2-alpha-mannosidase IC isoform 1",Q59G34;Q9NR34
NP_078932.2,procollagen galactosyltransferase 1 precursor,Q8NBJ5
NP_055916.1,procollagen galactosyltransferase 2 isoform 1precursor,Q8IYK4
NP_060936.1,putative bifunctional UDP-N-acetylglucosamine transferase and deubiquitinase ALG13 isoform 2,Q9NP73
NP_000425.1,sialidase-1 precursor,Q5JQI0;Q99519
NP_005374.2,sialidase-2,Q9Y3R4
NP_006647.3,sialidase-3,A0A024R5N6;Q9UQ49
NP_003946.3,suppressor of cytokine signaling 3,O14543;Q6FI39
NP_005616.2,syntenin-1 isoform 1,A0A024R7Z5;O00560
NP_003336.1,SUMO-conjugating enzyme UBC9,A8K503;P63279
NP_008819.1,calmodulin,B4DJ51;P0DP23;P0DP24;P0DP25
NP_005175.2,calmodulin isoform 1,Q9BRL5;B4DJ51;P0DP23;P0DP24;P0DP25
NP_001734.1,calmodulin isoform 2,B4DJ51;P0DP23;P0DP24;P0DP25
NP_055190.2,fetuin-B isoform 1 precursor,Q9UGM5
NP_005808.3,perilipin-3 isoform 1,O60664
NP_002560.1,furin preproprotein,A0A024RC70;P09958
NP_000430.3,neuroendocrine convertase 1 isoform 1 preproprotein,P29120
NP_002289.2,plastin-2,A0A024RDT4;P13796
NP_006191.2,proprotein convertase subtilisin/kexin type 5 isoform PC6A preproprotein,Q92824
NP_002561.1,proprotein convertase subtilisin/kexin type 6 isoform PACE4-AI preproprotein,A2RQD9;P29122
NP_004707.2,proprotein convertase subtilisin/kexin type 7 preproprotein,Q16549
NP_853510.1,GTPase ERas precursor,Q7Z444
NP_005334.1,GTPase HRas isoform 1,P01112;X5D945
NP_203524.1,GTPase KRas isoform a,I1SRC5;L7RSL8;P01116
NP_002515.1,GTPase NRas,P01111;Q5U091
NP_002385.3,4F2 cell-surface antigen heavy chain isoform c,P08195
NP_004471.4,"alpha-(1,6)-fucosyltransferase isoform b",Q546E0;Q9BYC5
NP_000286.3,alpha-1-antitrypsin precursor,E9KL23;P01009
NP_000475.1,amyloid beta A4 protein isoform a precursor,A0A140VJC8;P05067
NP_115882.1,AP-1 complex subunit mu-1 isoform 2,A0A024R7K8;B3KNH5;Q9BXS5
NP_006794.1,AP-3 complex subunit mu-2,P53677
NP_612815.1,bcl-2-like protein 1 isoform Bcl-X(L),A0A0S2Z3C5;Q07817
NP_060352.1,ceroid-lipofuscinosis neuronal protein 6,A0A024R601;Q9NWW5
NP_001852.1,"cytochrome c oxidase subunit 4 isoform 1, mitochondrial isoform 1 precursor",P13073
NP_006816.2,cytoskeleton-associated protein 4,A0A024RBH2;Q07065
NP_055577.1,delta(24)-sterol reductase precursor,Q15392
NP_001932.2,desmocollin-3 isoform Dsc3a preproprotein,Q14574
NP_008958.2,DNA topoisomerase 2-binding protein 1,A0AV47;A7E2X7;Q05BV8;Q92547
NP_004386.2,drebrin isoform a,Q16643
NP_008844.1,E3 ubiquitin-protein ligase RNF5,A0A024RCQ4;Q99942
NP_056516.2,endoplasmic reticulum lectin 1 isoform 1 precursor,Q96DZ1;V9HWD3
NP_057654.2,endoplasmic reticulum-Golgi intermediate compartment protein 2,A0A024RB08;Q86TD3;Q96RQ1
NP_057050.1,endoplasmic reticulum-Golgi intermediate compartment protein 3 isoform b,A2TJK5;Q9Y282
NP_005794.1,flotillin-1 isoform 1,O75955;Q5ST80
NP_073572.2,Golgi resident protein GCP60,A0A024R3P9;Q9H3P7
NP_068839.1,integral membrane protein 2B,Q9Y287
NP_000563.1,interleukin-10 precursor,P22301;Q6FGW4
NP_000873.2,interleukin-12 subunit alpha precursor,O60595;P29459
NP_002178.2,interleukin-12 subunit beta precursor,P29460
NP_003477.4,large neutral amino acids transporter small subunit 1,Q01650
NP_055969.1,LDLR chaperone MESD precursor,Q14696
NP_006658.1,membrane-associated progesterone receptor component 1 isoform 1,O00264;Q6IB11
NP_110416.1,minor histocompatibility antigen H13 isoform 1,A0A0S2Z5V7;Q8TCT9
NP_008983.2,NADPH oxidase 1 isoform 1,Q9Y5S8
NP_056533.1,NADPH oxidase 3,Q9HBY0
NP_078781.3,NADPH oxidase 5 isoform 1,A3QRJ0;Q96PH1
NP_060767.2,peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase isoform 1,Q96IV0
NP_066977.1,phosphoserine aminotransferase isoform 2,A0A024R280;Q9Y617
NP_006803.1,protein OS-9 isoform 1 precursor,Q13438
NP_002666.1,protein PML isoform 6,P29590
NP_005056.3,protein sel-1 homolog 1 isoform 1 precursor,Q3ZCU6;Q9UBV2
NP_786886.1,rho-related GTP-binding protein RhoC precursor,A0A024R0I3;P08134
NP_002924.1,ribonuclease pancreatic precursor,P07998;W0UV93
NP_001672.1,sarcoplasmic/endoplasmic reticulum calcium ATPase 2 isoform a,P16615
NP_005164.2,sarcoplasmic/endoplasmic reticulum calcium ATPase 3 isoform a,A8K9K1;Q93084
NP_003003.3,secreted frizzled-related protein 1 precursor,Q8N474
NP_000042.3,serine-protein kinase ATM,A0A024R3C7;Q13315
NP_079430.3,SUN domain-containing protein 1 isoform b,O94901
NP_057646.1,toll-like receptor 7 precursor,B2R9N9;Q9NYK1
NP_057694.2,toll-like receptor 8 isoform 1,Q9NR97
NP_059138.1,toll-like receptor 9 precursor,Q9NR96
NP_003225.2,transferrin receptor protein 1 isoform 1,A8K6Q8;P02786;Q7Z3E0
NP_006271.1,translocon-associated protein subunit delta isoform 2 precursor,P51571
NP_060582.1,trimeric intracellular cation channel type B,Q9NVV0
NP_006073.2,tubulin alpha-1B chain,P68363
NP_116093.1,tubulin alpha-1C chain isoform c,Q9BQE3
NP_005992.1,tubulin alpha-3C/D chain,Q13748;Q1ZYQ1
NP_821133.1,tubulin beta chain isoform b,P07437;Q5SU16
NP_001060.1,tubulin beta-2A chain isoform 1,Q13885
NP_006077.2,tubulin beta-3 chain isoform 1,Q13509;Q53G92
NP_006078.2,tubulin beta-4A chain isoform 3,P04350
NP_006079.1,tubulin beta-4B chain,P68371
NP_001061.2,tubulin gamma-1 chain,P23258
NP_064505.1,UDP-glucose:glycoprotein glucosyltransferase 1 precursor,Q9NYU2
NP_061328.1,uncharacterized protein C20orf24 isoform a,Q9BUV8
NP_006807.1,vesicular integral-membrane protein VIP36 precursor,Q12907
NP_003365.1,voltage-dependent anion-selective channel protein 1,A0A1L1UHR1;B3KTS5;P21796
NP_003366.2,voltage-dependent anion-selective channel protein 2 isoform 2,A0A024QZT0;P45880
NP_001867.2,"carnitine O-palmitoyltransferase 1, liver isoform isoform 1",A0A024R5F4;B2RAQ8;P50416;Q8WZ48
NP_004368.1,"carnitine O-palmitoyltransferase 1, muscle isoform isoform a",A0A024R4W7;Q92523
NP_000089.1,"carnitine O-palmitoyltransferase 2, mitochondrial isoform 1 precursor",A0A140VK13;P23786
NP_036346.1,"alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase A isoform 1",Q9UM21
NP_055090.1,"alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase B isoform 1 precursor",Q9UQ53
